Name,Latitude,Longitude,ZCTA5CE10
I.S. 254,40.858721,-73.889878,10458
Bronx Academy for Software Engineering (BASE),40.855392,-73.882487,10458
Kingsbridge International High School,40.869061,-73.897066,10468
"P.S. 279 Captain Manuel Rivera, Jr.",40.854666,-73.904958,10453
P.S./M.S. 280 Mosholu Parkway,40.876819,-73.881245,10467
Bronx School of Law and Finance,40.877379,-73.912686,10463
P.S. 291,40.859243,-73.909763,10453
P.S. 306,40.850722,-73.910827,10453
Luisa Pineiro Fuentes School of Science and Discov,40.869142,-73.901821,10468
Bronx Dance Academy School,40.885428,-73.878051,10467
P.S. 310 Marble Hill,40.872477,-73.905547,10463
P.S. 315 Lab School,40.873659,-73.900068,10468
Providing Urban Learners Success In Education High,40.848385,-73.893744,10457
The Bronx School of Young Leaders,40.850722,-73.910827,10453
P.S. 340,40.869407,-73.897171,10468
International School for Liberal Arts,40.869061,-73.897066,10468
Ampark Neighborhood,40.883049,-73.891664,10463
Bronx Collaborative High School,40.879958,-73.889011,10468
World View High School,40.879958,-73.889011,10468
P.S. 360,40.874717,-73.902214,10468
Academy For Personal Leadership And Excellence,40.859496,-73.90049,10468
In-Tech Academy (M.S. / High School 368),40.877935,-73.913694,10463
Knowledge and Power Preparatory Academy Internatio,40.859466,-73.888625,10458
School for Environmental Citizenship,40.855337,-73.903139,10453
M.S. 390,40.854335,-73.913016,10453
The Angelo Patri Middle School,40.854257,-73.897404,10457
P.S. 396,40.854335,-73.913016,10453
English Language Learners and International Suppor,40.877379,-73.912686,10463
High School for Teaching and the Professions,40.869061,-73.897066,10468
Belmont Preparatory High School,40.859466,-73.888625,10458
Fordham High School for the Arts,40.859466,-73.888625,10458
Fordham Leadership Academy,40.859466,-73.888625,10458
Bronx High School for Law and Community Service,40.859466,-73.888625,10458
DeWitt Clinton High School,40.879958,-73.889011,10468
"Celia Cruz Bronx High School of Music, The",40.869061,-73.897066,10468
The Bronx High School of Science,40.879958,-73.889011,10468
Creston Academy,40.855337,-73.903139,10453
Marble Hill High School for International Studies,40.877379,-73.912686,10463
Crotona International High School,40.855392,-73.882487,10458
Rose Hill Pre-K Center,40.861316,-73.893236,10458
Bronx Theatre High School,40.877379,-73.912686,10463
Discovery High School,40.869061,-73.897066,10468
High School for Energy and Technology,40.855392,-73.882487,10458
High School of American Studies at Lehman College,40.874725,-73.895543,10463
P.S. 016 Wakefield,40.902311,-73.854231,10470
P.S. 019 Judith K. Weiss,40.899351,-73.866949,10470
P.S. 021 Philip H. Sheridan,40.887888,-73.85942,10466
P.S. 041 Gun Hill Road,40.874754,-73.867834,10467
P.S. 068 Bronx,40.891603,-73.83888,10466
P.S. 076 The Bennington School,40.869059,-73.860928,10469
P.S. 078 Anne Hutchinson,40.878474,-73.850563,10469
P.S. 083 Donald Hertz,40.849176,-73.858769,10462
P.S. 087 Bronx,40.895741,-73.846198,10466
P.S. 089 Bronx,40.862481,-73.859254,10469
P.S. 096 Richard Rodgers,40.86073,-73.868986,10467
P.S. 097 Bronx,40.863524,-73.846768,10469
P.S. 103 Hector Fontanez,40.892198,-73.86194,10466
P.S. 105 Sen Abraham Bernstein,40.853075,-73.866264,10462
P.S. 106 Parkchester,40.836974,-73.854823,10462
P.S. 108 Philip J. Abinanti,40.8547,-73.8532,10461
P.S. 111 Seton Falls,40.884371,-73.839288,10466
P.S. 112 Bronxwood,40.88494,-73.843977,10466
P.S. 121 Throop,40.866474,-73.85051,10469
J.H.S. 127 The Castle Hill,40.838759,-73.853203,10462
J.H.S. 144 Michelangelo,40.863842,-73.836525,10469
P.S. 153 Helen Keller,40.874035,-73.831669,10475
P.S. 160 Walt Disney,40.864073,-73.823816,10475
Baychester Academy,40.881344,-73.839386,10466
P.S. 175 City Island,40.844353,-73.78354,10464
P.S. 178 - Dr. Selman Waksman,40.874035,-73.831669,10475
M.S. 180 Dr. Daniel Hale Williams,40.874035,-73.831669,10475
I.S. 181 Pablo Casals,40.874035,-73.831669,10475
Cornerstone Academy for Social Action,40.882778,-73.830616,10475
P.S./M.S. 194,40.83541,-73.846594,10462
Bronx Health Sciences High School,40.874035,-73.831669,10475
Bronx Lab School,40.875172,-73.861649,10467
Academy for Scholarship and Entrepreneurship: A Co,40.888242,-73.852714,10466
High School of Computers and Technology,40.875172,-73.861649,10467
North Bronx School of Empowerment,40.880649,-73.860126,10467
Collegiate Institute for Math and Science,40.860443,-73.860729,10469
Bronx Academy of Health Careers,40.875172,-73.861649,10467
Astor Collegiate Academy,40.860443,-73.860729,10469
Bronx Green Middle School,40.862098,-73.865028,10467
Bronx Alliance Middle School,40.886002,-73.839682,10466
Young Voices Academy of the Bronx,40.854423,-73.863733,10462
Leaders of Tomorrow,40.880649,-73.860126,10467
Bronx High School for the Visual Arts,40.851577,-73.864438,10462
Harry S Truman High School,40.874035,-73.831669,10475
Cornerstone Academy for Social Action Middle Schoo,40.882778,-73.830616,10475
Pelham Academy of Academics and Community Engageme,40.862098,-73.865028,10467
The STEAM Bridge School,40.843531,-73.865498,10462
The Matilda Avenue School,40.901436,-73.854402,10470
P.S./M.S. 11X498 - Van Nest Academy,40.845023,-73.857989,10462
Bronxdale High School,40.860443,-73.860729,10469
High School of Language and Innovation,40.860443,-73.860729,10469
New World High School,40.888242,-73.852714,10466
The Bronxwood Preparatory Academy,40.888242,-73.852714,10466
One World Middle School at Edenwald,40.886002,-73.839682,10466
Baychester Middle School,40.886002,-73.839682,10466
Pelham Preparatory Academy,40.860443,-73.860729,10469
High School for Contemporary Arts,40.875172,-73.861649,10467
Bronx Aerospace High School,40.875172,-73.861649,10467
Bronx Park Middle School,40.862098,-73.865028,10467
Pelham Gardens Middle School,40.863842,-73.836525,10469
Linden Tree Elementary School,40.838759,-73.853203,10462
P.S. 006 West Farms,40.840445,-73.882531,10460
P.S. 044 David C. Farragut,40.842564,-73.891086,10457
P.S. 047 John Randolph,40.832529,-73.866974,10472
P.S. 057 Crescent,40.848748,-73.888987,10457
P.S. 061 Francisco Oller,40.836156,-73.892784,10460
P.S. 066 School of Higher Expectations,40.831493,-73.88654,10460
P.S. 067 Mohegan School,40.843781,-73.884192,10460
M.S. 129 Academy for Independent Learning and Lead,40.846128,-73.886721,10460
P.S. 134 George F. Bristow,40.831613,-73.894241,10459
P.S. 150 Charles James Fox,40.82471,-73.894349,10459
E.S.M.T- I.S. 190,40.836156,-73.892784,10460
P.S. 195,40.830811,-73.877305,10472
P.S. 196,40.830811,-73.877305,10472
P.S. 211,40.843705,-73.890145,10457
P.S. 214,40.839297,-73.879931,10460
School of Performing Arts,40.822056,-73.894368,10459
Mott Hall V,40.832508,-73.878191,10472
"Metropolitan High School, The",40.827539,-73.896925,10459
Explorations Academy H.S.,40.836245,-73.890591,10460
Bronx Latin,40.826933,-73.900593,10456
East Bronx Academy for the Future,40.836821,-73.887688,10460
Frederick Douglass Academy V. Middle School,40.848748,-73.888987,10457
Fannie Lou Hamer Middle School,40.831493,-73.88654,10460
The School of Science and Applied Learning,40.846128,-73.886721,10460
Fairmont Neighborhood School,40.834188,-73.886995,10460
Kappa III,40.846128,-73.886721,10460
"I.S. X318 Math, Science & Technology Through Arts",40.843705,-73.890145,10457
Accion Academy,40.822056,-73.894368,10459
Emolior Academy,40.839297,-73.879931,10460
Pan American International High School at Monroe,40.832508,-73.878191,10472
Arturo A. Schomburg Satellite Academy Bronx,40.823124,-73.898265,10459
Samara Community School,40.833595,-73.885081,10460
Urban Scholars Community School,40.828406,-73.900121,10456
The Cinema School,40.832508,-73.878191,10472
Bronx Career and College Preparatory High School,40.826933,-73.900593,10456
Bronx Regional High School,40.823124,-73.898265,10459
Bronx Envision Academy,40.836245,-73.890591,10460
The Metropolitan Soundview High School,40.832508,-73.878191,10472
Archer Elementary School,40.838151,-73.866038,10460
P.S. 536,40.838151,-73.866038,10460
High School of World Cultures,40.832508,-73.878191,10472
P.S. 595,40.846205,-73.889602,10457
Cultivating Hearts and Minds Pre-K Center,40.839563,-73.880672,10460
Bard High School Early College Bronx,40.836245,-73.890591,10460
Fannie Lou Hamer Freedom High School,40.831212,-73.885804,10460
Wings Academy,40.841376,-73.875262,10460
Bronx Little School,40.838151,-73.866038,10460
P.S. 003 The Bedford Village,40.682311,-73.955219,11216
The Emily Warren Roebling School,40.700709,-73.992841,11201
Public School 9 The Sarah Smith Garnet School,40.678554,-73.966333,11238
P.S. 011 Purvis J. Behan,40.685896,-73.96589,11238
P.S. 020 Clinton Hill,40.690742,-73.970896,11205
P.S. 044 Marcus Garvey,40.686213,-73.940859,11221
P.S. 046 Edward C. Blum,40.69453,-73.971644,11205
P.S. 54 The Detective Rafael Ramos School,40.692616,-73.952504,11205
P.S. 056 Lewis H. Latimer,40.684286,-73.960536,11238
P.S. 067 Charles A. Dorsey,40.695339,-73.977674,11205
P.S. 093 William H. Prescott,40.679079,-73.946381,11216
M.S. 113 Ronald Edmonds Learning Center,40.688769,-73.971474,11238
P.S. 133 William A. Butler,40.679916,-73.980455,11217
P.S. 256 Benjamin Banneker,40.690595,-73.94961,11216
Dr. Susan S. McKinney Secondary School of the Arts,40.697177,-73.976104,11205
M.S. K266 - Park Place Community Middle School,40.678809,-73.976648,11217
P.S. 270 Johann DeKalb,40.689499,-73.960808,11238
P.S. 282 Park Slope,40.676649,-73.977983,11217
P.S. 287 Bailey K. Ashford,40.697856,-73.98112,11201
Restoration Academy,40.679079,-73.946381,11216
P.S. 307 Daniel Hale Williams,40.701789,-73.981599,11201
Dock Street School for STEAM Studies,40.702952,-73.992076,11201
Urban Assembly School of Music and Art,40.69733,-73.984528,11201
The Urban Assembly Unison School,40.684286,-73.960536,11238
Brooklyn Community Arts & Media High School (BCAM),40.692015,-73.95818,11205
"Science Skills Center High School for Science, Tec",40.69733,-73.984528,11201
Brooklyn Technical High School,40.688896,-73.976435,11217
Brooklyn International High School,40.69733,-73.984528,11201
Albee Square Montessori Public School,40.691124,-73.983827,11201
The Urban Assembly School for Law and Justice,40.694629,-73.988323,11201
Academy of Arts and Letters,40.685653,-73.94573,11216
Urban Assembly Institute of Math and Science for Y,40.694629,-73.988323,11201
Brooklyn Academy High School,40.684654,-73.947873,11216
Gotham Professional Arts Academy,40.678591,-73.961636,11238
Bedford Academy High School,40.685486,-73.953692,11216
George Westinghouse Career and Technical Education,40.695444,-73.986105,11201
Brooklyn High School for Leadership and Community,40.692015,-73.95818,11205
Benjamin Banneker Academy,40.695389,-73.968759,11205
"City Polytechnic High School of Engineering, Archi",40.695444,-73.986105,11201
Fort Greene Preparatory Academy,40.69453,-73.971644,11205
District 13 PRE-K Center,40.702952,-73.992076,11201
Bridges: A School for Exploration and Equity,40.682163,-73.973492,11217
Design Works High School,40.682163,-73.973492,11217
P.S. 016 Leonard Dunkly,40.706069,-73.962049,11211
P.S. 017 Henry D. Woodworth,40.715268,-73.9573,11211
P.S. 018 Edward Bush,40.71088,-73.946695,11211
P.S. 023 Carter G. Woodson,40.69447,-73.947256,11206
P.S. 031 Samuel F. Dupont,40.72697,-73.954139,11222
P.S. 034 Oliver H. Perry,40.726378,-73.949756,11222
J.H.S. 050 John D. Wells,40.711915,-73.960137,11211
P.S. 059 The Dawn Best School,40.697619,-73.943279,11206
Juan Morel Campos Secondary School,40.703996,-73.953304,11206
P.S. 084 Jose De Diego,40.715089,-73.963808,11211
P.S. 110 The Monitor,40.723743,-73.941926,11222
P.S. 120 Carlos Tapia,40.700819,-73.937888,11206
John Ericsson Middle School 126,40.719818,-73.947932,11222
P.S. 132 The Conselyea School,40.714772,-73.945663,11211
P.S. 147 Isaac Remsen,40.705005,-73.93879,11206
P.S./I.S. 157 The Benjamin Franklin Health & Scien,40.695397,-73.959999,11205
P.S. 196 Ten Eyck,40.708804,-73.939385,11206
P.S. 250 George H. Lindsay,40.706708,-73.945659,11206
P.S. 257 John F. Hylan,40.702759,-73.941345,11206
P.S. 297 Abraham Stockton,40.697377,-73.948166,11206
I.S. 318 Eugenio Maria De Hostos,40.703034,-73.948771,11206
P.S. 319,40.709632,-73.953881,11211
P.S. 380 John Wayne Elementary,40.70179,-73.953702,11206
Brooklyn Arbor Elementary School,40.710107,-73.954678,11211
"Brooklyn Latin School, The",40.709765,-73.944463,11206
The Williamsburg High School of Art and Technology,40.709765,-73.944463,11206
PROGRESS High School for Professional Careers,40.711134,-73.938921,11211
East Williamsburg Scholars Academy,40.711134,-73.938921,11211
"The High School for Enterprise, Business and Techn",40.711134,-73.938921,11211
Brooklyn Preparatory High School,40.715561,-73.954815,11211
Williamsburg High School for Architecture and Desi,40.715561,-73.954815,11211
Williamsburg Preparatory School,40.715561,-73.954815,11211
Conselyea Preparatory School,40.715268,-73.9573,11211
M.S. 582,40.708804,-73.939385,11206
Lyons Community School,40.709765,-73.944463,11206
A-Tech High School,40.721448,-73.953328,11211
Young Women's Leadership School of Brooklyn,40.705005,-73.93879,11206
El Puente Academy for Peace and Justice,40.70554,-73.955741,11211
P.S. 001 The Bergen,40.648959,-74.01142,11220
"Magnet School of Math, Science and Design Technolo",40.660912,-73.985946,11215
P.S. 015 Patrick F. Daly,40.677085,-74.011864,11231
P.S. 024,40.652832,-74.004533,11232
P.S. 029 John M. Harrigan,40.686843,-73.997447,11201
P.S. 032 Samuel Mills Sprole,40.680159,-73.991141,11231
P.S. 038 The Pacific,40.684945,-73.982826,11217
P.S. 039 Henry Bristow,40.668644,-73.982909,11215
M.S. 51 William Alexander,40.672358,-73.98505,11215
P.S. 058 The Carroll,40.680379,-73.995486,11231
J.H.S. 088 Peter Rouget,40.660805,-73.988743,11215
P.S. 094 The Henry Longfellow,40.64373,-74.008795,11220
P.S. 107 John W. Kimball,40.662945,-73.981181,11215
The Maurice Sendak Community School,40.671145,-73.987602,11215
P.S. 124 Silas B. Dutcher,40.667464,-73.99062,11215
P.S. 130 The Parkside,40.648924,-73.976053,11218
P.S. 131 Brooklyn,40.640728,-73.993247,11219
I.S. 136 Charles O. Dewey,40.652127,-74.007596,11232
"The Brooklyn New School, P.S. 146",40.679462,-74.002022,11231
The Windsor Terrace School,40.657002,-73.975967,11218
P.S. 169 Sunset Park,40.645825,-74.0017,11220
P.S. 172 Beacon School of Excellence,40.657682,-74.000191,11232
P.S. 230 Doris L. Cohen,40.645609,-73.980515,11218
P.S. 261 Zipporiah Mills,40.687218,-73.988667,11201
P.S. 295,40.660805,-73.988743,11215
P.S. 321 William Penn,40.671816,-73.978633,11215
The Children's School,40.676198,-73.9855,11215
Brooklyn Frontiers High School,40.690007,-73.989369,11201
Global Innovators Academy,40.650793,-74.008106,11232
Digital Arts and Cinema Technology High School,40.685006,-73.993293,11201
M.S. 442 Carroll Gardens School for Innovation,40.656952,-73.983116,11215
New Voices School of Academic & Creative Arts,40.660805,-73.988743,11215
The Exploratory School,40.683951,-73.980266,11217
Brooklyn Collaborative Studies,40.679462,-74.002022,11231
The Elizabeth Jennings School for Bold Explorers,40.686498,-73.979649,11217
John Jay School for Law,40.669255,-73.97858,11215
Cyberarts Studio Academy,40.669255,-73.97858,11215
Park Slope Collegiate,40.669255,-73.97858,11215
The Boerum Hill School for International Studies,40.685006,-73.993293,11201
Sunset Park Avenues Elementary School,40.650404,-74.008984,11220
Cobble Hill School of American Studies,40.684869,-73.990884,11201
West Brooklyn Community High School,40.642619,-73.992151,11219
Khalil Gibran International Academy,40.686147,-73.979829,11217
Brooklyn High School of the Arts,40.683951,-73.980266,11217
Sunset Park High School,40.655583,-74.004342,11232
Red Hook Neighborhood School,40.677914,-74.005151,11231
Millennium Brooklyn HS,40.669255,-73.97858,11215
South Brooklyn Community High School,40.677968,-74.014363,11231
The Little Brooklyn Pre-K Center,40.661059,-73.998973,11232
Sunset Park Prep,40.652127,-74.007596,11232
M.S. 839,40.647598,-73.973363,11218
Pre-K Center at Bishop Ford School Site,40.656952,-73.983116,11215
The School of Creativity and Innovation,40.643018,-74.004306,11220
P.S. 958,40.653344,-74.002162,11232
P.S. 005 Dr. Ronald McNair,40.685241,-73.92197,11233
P.S. 021 Crispus Attucks,40.68035,-73.926673,11233
P.S. 025 Eubie Blake School,40.691472,-73.940749,11221
P.S. 026 Jesse Owens,40.6921,-73.9317,11221
M.S. 035 Stephen Decatur,40.681528,-73.935891,11233
P.S. 040 George W. Carver,40.680239,-73.921099,11233
Whitelaw Reid Academy of Arts and Business,40.691467,-73.932254,11221
P.S. 081 Thaddeus Stevens,40.692866,-73.935123,11221
P.S. 243K- The Weeksville School,40.675675,-73.935093,11213
P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,40.682949,-73.930132,11233
"M.S. 267 Math, Science & Technology",40.68797,-73.932066,11221
P.S. 308 Clara Cardwell,40.688323,-73.935509,11221
P.S. 309 The George E. Wibecan Preparatory Academy,40.6881,-73.924422,11221
P.S. 335 Granville T. Woods,40.674491,-73.928673,11213
Boys and Girls High School,40.678478,-73.931604,11213
Brooklyn High School for Law and Technology,40.688399,-73.920603,11221
Brighter Choice Community School,40.693654,-73.941278,11206
Brooklyn Brownstone School,40.681528,-73.935891,11233
Research and Service High School,40.678478,-73.931604,11213
Madiba Prep Middle School,40.6921,-73.9317,11221
The Brooklyn Academy of Global Finance,40.691467,-73.932254,11221
Nelson Mandela High School,40.678478,-73.931604,11213
The Brooklyn Green School,40.674491,-73.928673,11213
Parkside Preparatory Academy,40.656423,-73.951575,11225
Norma Adams Clemons Academy,40.648973,-73.956279,11226
Dr. Jacqueline Peek-Davis School,40.673124,-73.920095,11233
M.S. 061 Dr. Gladstone H. Atwell,40.663605,-73.949198,11225
P.S. 091 The Albany Avenue School,40.661806,-73.940707,11203
P.S. 092 Adrian Hegeman,40.656276,-73.95381,11226
Pathways in Technology Early College High School (,40.675905,-73.939282,11213
P.S. 138 Brooklyn,40.673943,-73.951559,11216
P.S. 161 The Crown,40.665757,-73.949243,11225
P.S. 181 Brooklyn,40.648217,-73.945883,11203
P.S. 189 The Bilingual Center,40.665228,-73.925435,11212
P.S. 191 Paul Robeson,40.67173,-73.924127,11233
P.S. 221 Toussaint L'Ouverture,40.663964,-73.935753,11213
P.S. 241 Emma L. Johnston,40.668913,-73.960924,11225
M.S. 246 Walt Whitman,40.648352,-73.95348,11226
P.S. 249 The Caton,40.649509,-73.966456,11226
P.S. 289 George V. Brower,40.674244,-73.942401,11213
P.S. 316 Elijah Stroud,40.674685,-73.961418,11238
I.S. 340,40.676357,-73.970315,11238
Ebbets Field Middle School,40.665199,-73.959484,11225
Elijah Stroud Middle School,40.6771,-73.960093,11238
The School of Integrated Learning,40.67229,-73.937601,11213
P.S. 375 Jackie Robinson School,40.665199,-73.959484,11225
Academy for College Preparation and Career Explora,40.649602,-73.957173,11226
M.S. K394,40.67271,-73.928917,11213
P.S. 397 Foster-Laurie,40.658663,-73.946358,11203
P.S. 398 Walter Weaver,40.663388,-73.927979,11212
P.S. 399 Stanley Eugene Clark,40.648277,-73.951664,11226
Academy of Hospitality and Tourism,40.649602,-73.957173,11226
Ronald Edmonds Learning Center II,40.673124,-73.920095,11233
International High School at Prospect Heights,40.669805,-73.960689,11225
The High School for Global Citizenship,40.669805,-73.960689,11225
New Bridges Elementary,40.669557,-73.934316,11213
High School for Youth and Community Development at,40.649602,-73.957173,11226
High School for Service & Learning at Erasmus,40.649602,-73.957173,11226
"Science, Technology and Research Early College Hig",40.649602,-73.957173,11226
High School for Public Service: Heroes of Tomorrow,40.658671,-73.943839,11203
Brooklyn Academy of Science and the Environment,40.669805,-73.960689,11225
Brooklyn School for Music & Theatre,40.669805,-73.960689,11225
Brownsville Academy High School,40.666251,-73.923881,11212
Medgar Evers College Preparatory School,40.66679,-73.951823,11225
Clara Barton High School,40.669805,-73.960689,11225
Aspirations Diploma Plus High School,40.666251,-73.923881,11212
Brooklyn Arts and Science Elementary School,40.6771,-73.960093,11238
New Heights Middle School,40.662092,-73.936313,11203
Brooklyn Institute for Liberal Arts,40.658671,-73.943839,11203
Academy for Health Careers,40.675905,-73.939282,11213
P.S. 770 New American Academy,40.663388,-73.927979,11212
P.S. 66,40.648749,-73.907064,11236
I.S. 068 Isaac Bildersee,40.635388,-73.911215,11236
P.S. 114 Ryder Elementary,40.642684,-73.90788,11236
P.S. 115 Daniel Mucatel School,40.634861,-73.897896,11236
P.S. 135 Sheldon A. Brookner,40.653093,-73.932949,11203
P.S. 208 Elsa Ebeling,40.6427,-73.930898,11203
I.S. 211 John Wilson,40.642931,-73.895224,11236
P.S. 219 Kennedy-King,40.658834,-73.922296,11212
P.S. 233 Langston Hughes,40.651642,-73.914282,11236
P.S. 235 Janice Marie Knight School,40.655337,-73.940922,11203
P.S. 244 Richard R. Green,40.647851,-73.925592,11203
P.S. 268 Emma Lazarus,40.657421,-73.92756,11203
P.S. 272 Curtis Estabrook,40.635542,-73.886373,11236
P.S. 276 Louis Marshall,40.634005,-73.908436,11236
P.S. 279 Herman Schreiber,40.644134,-73.892797,11236
I.S. 285 Meyer Levin,40.647818,-73.920784,11203
The Science And Medicine Middle School,40.647396,-73.891743,11236
It Takes a Village Academy,40.647728,-73.922212,11203
Brooklyn Community High School for Excellence and,40.634451,-73.916927,11236
Brooklyn Theatre Arts High School,40.634451,-73.916927,11236
Kurt Hahn Expeditionary Learning School,40.647728,-73.922212,11203
Victory Collegiate High School,40.634451,-73.916927,11236
Brooklyn Bridge Academy,40.634451,-73.916927,11236
"The Middle School of Media, Law and Fine Arts",40.659088,-73.928744,11203
Middle School for Art and Philosophy,40.657712,-73.919818,11212
High School for Innovation in Advertising and Medi,40.640543,-73.898601,11236
Cultural Academy for the Arts and Sciences,40.647728,-73.922212,11203
High School for Medical Professions,40.640543,-73.898601,11236
Olympus Academy,40.645965,-73.898607,11236
Academy for Conservation and the Environment,40.634451,-73.916927,11236
Urban Action Academy,40.640543,-73.898601,11236
East Brooklyn Community High School,40.659914,-73.920658,11212
Brooklyn Science and Engineering Academy,40.647851,-73.925592,11203
Lenox Academy M. S. 961,40.645965,-73.898607,11236
P.S. 007 Abraham Lincoln,40.689213,-73.872983,11208
P.S. 013 Roberto Clemente,40.664067,-73.893328,11207
P.S. 065,40.686534,-73.878353,11208
P.S. 089 Cypress Hills,40.677707,-73.886712,11207
P.S. 108 Sal Abbracciamento,40.681295,-73.884348,11208
P.S. 149 Danny Kaye,40.669361,-73.89276,11207
P.S. 158 Warwick,40.67259,-73.885214,11207
P.S. 159 Isaac Pitkin,40.676111,-73.869705,11208
I.S. 171 Abraham Lincoln,40.685852,-73.869434,11208
P.S. 190 Sheffield,40.662243,-73.894877,11207
P.S. 202 Ernest S. Jenkyns,40.665817,-73.876084,11208
P.S. 213 New Lots,40.659845,-73.889968,11207
P.S. 214 Michael Friedsam,40.675881,-73.862961,11208
J.H.S. 218 James P. Sinnott,40.67002,-73.874537,11208
P.S. 224 Hale A. Woodruff,40.664143,-73.866542,11208
P.S. 273 Wortman,40.6585,-73.879276,11207
P.S. 290 Juan Morel Campos,40.678182,-73.889375,11207
J.H.S. 292 Margaret S. Douglas,40.671601,-73.893319,11207
P.S. 306 Ethan Allen,40.65534,-73.88662,11207
The Fresh Creek School,40.653368,-73.893294,11207
P.S. 328 Phyllis Wheatley,40.667985,-73.898249,11207
P.S. 345 Patrolman Robert Bolden,40.676207,-73.879886,11208
P.S. 346 Abe Stark,40.64664,-73.881997,11239
Academy for Young Writers,40.657266,-73.874064,11208
East New York Family Academy,40.661102,-73.886668,11207
Spring Creek Community School,40.657266,-73.874064,11208
Frederick Douglass Academy VIII Middle School,40.64664,-73.881997,11239
FDNY - Captain Vernon A. Richard High School for F,40.666868,-73.895122,11207
Performing Arts and Technology High School,40.666868,-73.895122,11207
World Academy for Total Community Health High Scho,40.666868,-73.895122,11207
Brooklyn Gardens Elementary School,40.665446,-73.897604,11207
Multicultural High School,40.693002,-73.869305,11208
Transit Tech Career and Technical Education High S,40.67878,-73.875328,11208
Academy of Innovative Technology,40.693002,-73.869305,11208
Brooklyn Lab School,40.693002,-73.869305,11208
Van Siclen Community Middle School,40.659934,-73.885704,11207
Cypress Hills Collegiate Preparatory School,40.693002,-73.869305,11208
W. H. Maxwell Career and Technical Education High,40.673766,-73.895976,11207
Vista Academy,40.677112,-73.884211,11208
Liberty Avenue Middle School,40.677112,-73.884211,11208
School of the Future Brooklyn,40.665446,-73.897604,11207
East New York Elementary School of Excellence,40.669358,-73.879131,11208
East New York Middle School of Excellence,40.669358,-73.879131,11208
School for Classics High School,40.67002,-73.874537,11208
Highland Park Community School,40.685852,-73.869434,11208
The Urban Assembly School for Collaborative Health,40.693002,-73.869305,11208
Legacy School of the Arts,40.662243,-73.894877,11207
M.S. 935,40.680655,-73.875152,11208
P.S. 938,40.680655,-73.875152,11208
The East New York Arts and Civics High School,40.659934,-73.885704,11207
Bard High School Early College Broooklyn,40.671601,-73.893319,11207
P.S./I.S. 30 Mary White Ovington,40.633598,-74.02395,11209
P.S. 048 Mapleton,40.621481,-73.987165,11204
J.H.S. 062 Ditmas,40.638087,-73.971153,11218
P.S. 69 Vincent D. Grippo School,40.632392,-74.009752,11220
P.S. 102 The Bayview,40.634318,-74.028758,11209
P.S./I.S. 104 The Fort Hamilton School,40.618077,-74.028492,11209
P.S. 105 The Blythebourne,40.63332,-74.003635,11219
P.S. 112 Lefferts Park,40.619417,-74.000565,11228
P.S. 127 McKinley Park,40.623687,-74.018429,11228
P.S. 160 William T. Sampson,40.636932,-73.999045,11219
P.S. 163 Bath Beach,40.606739,-74.007469,11214
P.S. 164 Caesar Rodney,40.637101,-73.985739,11219
Ralph A. Fabrizio School,40.630373,-74.018719,11209
P.S. 176 Ovington,40.624835,-74.005205,11219
P.S. 179 Kensington,40.640127,-73.97726,11218
The SEEALL Academy,40.626454,-73.98925,11204
P.S. 185 Walter Kassenbrock,40.623598,-74.033429,11209
P.S. 186 Dr. Irving A Gladstone,40.610917,-73.994258,11214
The Christa McAuliffe School\I.S. 187,40.627929,-74.003883,11219
P.S. 192 - The Magnet School for Math and Science,40.6288,-73.97954,11204
P.S. 200 Benson School,40.602809,-74.001915,11214
The Madeleine Brennan School,40.619043,-74.013749,11228
P.S. 204 Vince Lombardi,40.613535,-74.006137,11228
P.S. 205 Clarion,40.614737,-73.986792,11204
J.H.S. 220 John J. Pershing,40.640997,-74.00125,11220
J.H.S. 223 The Montauk,40.6351,-73.982424,11219
J.H.S. 227 Edward B. Shallow,40.622102,-73.995961,11219
P.S. 229 Dyker,40.610331,-74.013585,11228
P.S. 247 Brooklyn,40.612247,-73.987195,11204
J.H.S. 259 William McKinley,40.626089,-74.014633,11228
P.S. 264 Bay Ridge Elementary School For The Arts,40.621025,-74.029444,11209
The School For Future Leaders,40.632143,-74.007533,11219
The Detective WenJian Liu School of Civics and Ent,40.627038,-74.00089,11219
"School of Technology, Arts, and Research",40.618628,-74.022073,11228
Joanne Seminara School of Law and Medicine,40.637031,-74.025888,11220
New Utrecht High School,40.613041,-74.002308,11214
High School of Telecommunication Arts and Technolo,40.636721,-74.023419,11220
Fort Hamilton High School,40.626827,-74.038103,11209
P.S. 503: The School of Discovery,40.64195,-74.019299,11220
Franklin Delano Roosevelt High School,40.621299,-73.982583,11204
P.S. 506: The School of Journalism & Technology,40.64195,-74.019299,11220
Urban Assembly School for Leadership and Empowerme,40.6351,-73.982424,11219
The Academy of Talented Scholars,40.606994,-73.986678,11223
Brooklyn School of Inquiry,40.606994,-73.986678,11223
P.S. 748 Brooklyn School for Global Scholars,40.606739,-74.007469,11214
District 20 Pre-K Center,40.622039,-74.025734,11209
MS 936 Arts Off 3rd,40.642914,-74.020748,11220
Sunset School of Cultural Learning,40.642914,-74.020748,11220
"School of Math, Science, and Healthy Living",40.639518,-74.020343,11220
P.S. 90 Edna Cohen School,40.578192,-73.980387,11224
