Name,Latitude,Longitude,ZCTA5CE10
P.S. 032 The Gifford School,40.5579,-74.1554,10308
I.S. 034 Tottenville,40.5083,-74.2434,10307
P.S. 35 The Clove Valley School,40.613548,-74.098994,10301
P.S. 036 J. C. Drumgoole,40.543433,-74.182548,10312
P.S. 038 George Cromwell,40.574799,-74.099409,10306
P.S. 39 Francis J. Murphy Jr.,40.597824,-74.07061,10305
The Stephanie A. Vierno School,40.573599,-74.108492,10306
P.S. 042 Eltingville,40.552213,-74.169038,10312
P.S. 044 Thomas C. Brown,40.631689,-74.157303,10303
P.S. 045 John Tyler,40.628419,-74.107537,10310
P.S. 046 Albert V. Maniscalco,40.594455,-74.080829,10305
CSI High School for International Studies,40.581958,-74.159343,10314
P.S. 048 William G. Wilcox,40.603492,-74.091239,10304
I.S. 49 Berta A. Dreyfus,40.620443,-74.080695,10304
P.S. 050 Frank Hankinson,40.560954,-74.124332,10306
I.S. 051 Edwin Markham,40.623077,-74.145522,10302
P.S. 052 John C. Thompson,40.58255,-74.089012,10305
The Barbara Esselborn School,40.551926,-74.13664,10308
P.S. 054 Charles W. Leng,40.602779,-74.137259,10314
P.S. 055 Henry M. Boehm,40.536625,-74.163037,10312
P.S. 56 The Louis Desario School,40.541856,-74.213943,10309
P.S. 057 Hubert H. Humphrey,40.611136,-74.083799,10304
Space Shuttle Columbia School,40.582791,-74.160867,10314
The Harbor View School,40.647898,-74.083408,10301
P.S. 060 Alice Austen,40.610604,-74.162634,10314
I.S. 061 William A Morris,40.634497,-74.097941,10301
The Kathleen Grimm School for Leadership and Susta,40.541563,-74.217934,10309
Marsh Avenue School for Expeditionary Learning,40.581958,-74.159343,10314
Gaynor McCown Expeditionary Learning School,40.581958,-74.159343,10314
P.S. 65 The Academy of Innovative Learning,40.633666,-74.078337,10304
The Richmond Pre-K Center,40.643,-74.076955,10301
Port Richmond School for Visionary Learning,40.624781,-74.142526,10302
P.S. 069 Daniel D. Tompkins,40.59148,-74.157327,10314
I.S. 072 Rocco Laurie,40.592132,-74.158618,10314
P.S. 74 Future Leaders Elementary School,40.638993,-74.079438,10301
I.S. 075 Frank D. Paulo,40.544535,-74.197033,10312
P.S. 78,40.622415,-74.079228,10304
The Michael J. Petrides School,40.607637,-74.105883,10301
The Waverly Academy of Empowered Learners,40.618479,-74.084382,10304
The Young Women’s Leadership School of Staten Isla,40.618479,-74.084382,10304
New Dorp High School,40.570909,-74.105878,10306
Port Richmond High School,40.635562,-74.141924,10302
Curtis High School,40.645436,-74.082149,10301
Tottenville High School,40.528152,-74.193431,10312
Susan E. Wagner High School,40.588985,-74.130819,10314
Concord High School,40.61062,-74.087072,10304
Ralph R. McKee Career and Technical Education High,40.64282,-74.079263,10301
Staten Island Technical High School,40.568299,-74.117086,10306
Staten Island School of Civic Leadership,40.62031,-74.164427,10314
P.S./I.S. 045 Horace E. Greene,40.686424,-73.91043,11207
P.S. 075 Mayda Cortiella,40.693261,-73.921336,11221
P.S. 086 The Irvington,40.700595,-73.917804,11237
P.S. 106 Edward Everett Hale,40.693318,-73.913378,11221
P.S. 116 Elizabeth L Farrell,40.698077,-73.916563,11237
P.S. 123 Suydam,40.704076,-73.922388,11237
P.S. 145 Andrew Jackson,40.701107,-73.932388,11206
P.S. 151 Lyndon B. Johnson,40.693432,-73.908242,11237
J.H.S. 162 The Willoughby,40.706816,-73.919643,11237
The Brooklyn School for Math and Research,40.696457,-73.911751,11221
P.S. 274 Kosciusko,40.694179,-73.92818,11221
J.H.S. 291 Roland Hayes,40.695875,-73.915217,11221
P.S. 299 Thomas Warren Field,40.690755,-73.917899,11221
I.S. 347 School of Humanities,40.70081,-73.927938,11221
"I.S. 349 Math, Science & Tech.",40.70081,-73.927938,11221
P.S. 376,40.69805,-73.920187,11237
P.S. 377 Alejandrina B. De Gautier,40.693542,-73.915159,11221
J.H.S. 383 Philippa Schuyler,40.697898,-73.919088,11237
P.S. /I.S. 384 Frances E. Carter,40.689883,-73.904695,11207
Academy for Excellence in Leadership,40.696457,-73.911751,11221
EBC High School for Public Service - Bushwick,40.694723,-73.929315,11221
The Brooklyn School for Social Justice,40.696457,-73.911751,11221
The Academy of Urban Planning and Engineering,40.696457,-73.911751,11221
All City Leadership Secondary School,40.697378,-73.913172,11237
Bushwick Leaders High School for Academic Excellen,40.699101,-73.902147,11385
Evergreen Middle School for Urban Exploration,40.688647,-73.910589,11207
Bushwick Community High School,40.695875,-73.915217,11221
Brooklyn Navy Yard STEAM Center,40.702258,-73.972767,11211
The Modern Youth Apprenticeship Program,40.607637,-74.105883,10301
Pinceles magicos daycare,40.7596,-73.875668,11369
P.S. K004,40.6585,-73.879276,11207
P.S. 36,40.660465,-73.887195,11207
P.S. K053,40.660805,-73.988743,11215
P.S. K077,40.678809,-73.976648,11217
P.S. K140,40.68192,-73.9456,11216
P.S. K141,40.656423,-73.951575,11225
P.S. K231,40.626454,-73.98925,11204
P.S. 368,40.696698,-73.947557,11206
P.S. K369 - Coy L. Cox School,40.687432,-73.983312,11217
P.S. 370,40.577709,-73.969872,11224
P.S. 371 - Lillian L. Rashkis,40.654306,-74.005168,11232
P.S. 372 -The Children's School,40.676198,-73.9855,11215
P.S. 373 - Brooklyn Transition Center,40.699214,-73.945211,11206
Sid Miller Academy,40.668232,-73.911788,11212
Hospital Schools - Brooklyn,40.831829,-73.827642,10465
Home Instruction - Brooklyn,40.654306,-74.005168,11232
P.S. K721 - Brooklyn Occupational Training Center,40.58807,-73.981925,11223
P.S. K753 - School for Career Development,40.682576,-73.969248,11238
P.S. K771,40.58026,-73.955856,11235
P.S. K811 Connie Lekas School,40.591132,-73.93861,11235
P.S. 035,40.764129,-73.985899,10019
P.S. M079 - Horan School,40.802547,-73.942009,10035
P.S. M094,40.706384,-74.017456,10004
P.S. 138,40.805653,-73.935461,10035
P.S. M169 - Robert F. Kennedy,40.780798,-73.955594,10128
P.S. M226,40.732665,-73.98259,10003
Hospital Schools,40.831829,-73.827642,10465
Home Instruction,40.831829,-73.827642,10465
P.S. M721 - Manhattan Occupational Training Center,40.729052,-74.006155,10014
Manhattan School for Career Development,40.725892,-73.987791,10003
P.S. M811 - Mickey Mantle School,40.78633,-73.979217,10024
P.S. Q004,40.7417,-73.778118,11365
P.S. 009,40.718234,-73.912458,11378
P.S. Q023 @ Queens Children Center,40.739438,-73.92864,11101
Robert E. Peary School,40.698699,-73.904888,11385
P.S. Q177,40.7434,-73.787419,11365
P.S. Q224,40.749556,-73.721594,11426
P.S. Q233,40.708431,-73.855543,11375
P.S. Q255,40.724195,-73.80938,11366
The Riverview School,40.73668,-73.921346,11377
Hospital Schools - Queens,40.753379,-73.708999,11004
Home Instruction - Queen,40.683473,-73.800875,11436
John F. Kennedy Jr. School,40.735613,-73.867882,11373
Queens Transition Center,40.683473,-73.800875,11436
P.S. Q811,40.756481,-73.728412,11362
P.S. Q993,40.734266,-73.708617,11001
South Richmond High School I.S./P.S. 25,40.512019,-74.218688,10309
The David Marquis School of the Arts,40.5641,-74.151368,10308
P.S. R373,40.64118,-74.095454,10301
Hospital Schools - Staten Island,40.831829,-73.827642,10465
Home Instruction - S.I.,40.64118,-74.095454,10301
The Richard H. Hungerford School,40.608374,-74.108045,10301
P.S. X010,40.82708,-73.829211,10465
P.S. X012 Lewis and Clark School,40.840625,-73.844685,10461
P.S. X017,40.818703,-73.905389,10456
P.S. 168,40.869482,-73.878731,10467
P.S. X176,40.874035,-73.831669,10475
P186X Walter J. Damrosch School,40.831388,-73.897797,10459
P.S. X188,40.850168,-73.883877,10460
The Vida Bogart School for All Children,40.840445,-73.882531,10460
Hospital Schools - Bronx,40.831829,-73.827642,10465
The Bronx School for Continuous Learners,40.839307,-73.911366,10457
Home Instruction - Bronx,40.831829,-73.827642,10465
P.S. X596,40.874035,-73.831669,10475
P.S. X643,40.816974,-73.912039,10455
P.S. X721 - Stephen McSweeney School,40.842725,-73.839114,10461
P.S. 723,40.88298,-73.831856,10475
J. M. Rapport School Career Development,40.811051,-73.909363,10455
P.S. X811,40.830552,-73.886798,10459
Adult and Continuing Education,40.70283,-73.807991,11435
YABC Programs - Brooklyn and Queens,40.634451,-73.916927,11236
The Judith S. Kaye School - D79,40.784112,-73.945647,10128
"YABC Programs – Manhattan, Bronx, Staten Island",40.818645,-73.919949,10451
School for Cooperative Technical Education,40.784112,-73.945647,10128
District 79 Youth Justice and Treatment Programs T,40.853193,-73.933629,10033
Restart Academy,40.767848,-73.98861,10019
LYFE,40.753038,-73.992405,10001
East River Academy,40.7888,-73.8839,11370
Pathways to Graduation,40.70283,-73.807991,11435
Passages Academy,40.814614,-73.913386,10455
Beginning with Children Charter School II,40.703996,-73.953304,11206
Success Academy Charter School - Bed Stuy 2,40.697619,-73.943279,11206
Success Academy Charter School - Cobble Hill,40.685006,-73.993293,11201
Success Academy Charter School - Williamsburg,40.711915,-73.960137,11211
Explore Exceed Charter School,40.6771,-73.960093,11238
Williamsburg Collegiate Charter School,40.706069,-73.962049,11211
Achievement First Crown Heights Charter School,40.662092,-73.936313,11203
KIPP Always Mentally Prepared Charter School,40.67229,-73.937601,11213
Achievement First East New York Charter School,40.664067,-73.893328,11207
Launch Expeditionary Learning Charter School,40.675675,-73.935093,11213
Hellenic Classical Charter School,40.662985,-73.992254,11232
Success Academy Charter School - Bed Stuy 1,40.696698,-73.947557,11206
Explore Excel Charter School,40.642684,-73.90788,11236
New Visions AIM Charter High School I,40.666251,-73.923881,11212
"EMBER Charter School for Mindful Education, Innova",40.682949,-73.930132,11233
Urban Dove Team Charter School,40.622425,-73.955004,11210
Williamsburg Charter High School,40.703703,-73.935969,11206
New Dawn Charter High School,40.68291,-73.990292,11231
Achievement First Endeavor Charter School,40.682422,-73.965928,11238
Leadership Preparatory Bedford Stuyvesant Charter,40.68192,-73.9456,11216
Community Roots Charter School,40.695339,-73.977674,11205
Achievement First Bushwick Charter School,40.697898,-73.919088,11237
Excellence Boys Charter School of Bedford Stuyvesa,40.683446,-73.925851,11233
Kings Collegiate Charter School,40.657712,-73.919818,11212
Achievement First Brownsville Charter School,40.674456,-73.912685,11233
Bedford Stuyvesant Collegiate Charter School,40.68797,-73.932066,11221
La Cima Charter School,40.68797,-73.932066,11221
PAVE Academy Charter School,40.675936,-74.003372,11231
Brooklyn Ascend Charter School,40.661945,-73.92044,11212
Achievement First Aspire Charter School,40.665817,-73.876084,11208
Northside Charter High School,40.719818,-73.947932,11222
Brooklyn Charter School,40.69447,-73.947256,11206
Community Partnership Charter School,40.689499,-73.960808,11238
Explore Charter School,40.656423,-73.951575,11225
Brooklyn Prospect Charter School - CSD 15,40.653277,-74.007222,11232
Brownsville Collegiate Charter School,40.706729,-73.944,11206
Leadership Preparatory Brownsville Charter School,40.655644,-73.906662,11212
Excellence Girls Charter School,40.6881,-73.924422,11221
Leadership Preparatory Canarsie Charter School,40.644134,-73.892797,11236
Summit Academy Charter School,40.677914,-74.005151,11231
Brooklyn Excelsior Charter School,40.689569,-73.925087,11221
"Math, Engineering, and Science Academy Charter Hig",40.695875,-73.915217,11221
New American Academy Charter School,40.651642,-73.914282,11236
Brownsville Ascend Charter School,40.668608,-73.918123,11212
New Visions Charter High School for Advanced Math,40.593157,-73.936635,11235
New Visions Charter High School for the Humanities,40.593157,-73.936635,11235
Brooklyn Scholars Charter School,40.669356,-73.867138,11208
Success Academy Charter School - Crown Heights,40.665757,-73.949243,11225
Explore Empower Charter School,40.67271,-73.928917,11213
Coney Island Preparatory Public Charter School,40.582518,-73.972009,11224
Hebrew Language Academy Charter School,40.612258,-73.914312,11234
Success Academy Charter School - Fort Greene,40.593157,-73.936635,11235
Success Academy Charter School - Prospect Heights,40.673943,-73.951559,11216
Unity Preparatory Charter School of Brooklyn,40.686213,-73.940859,11221
Brooklyn Urban Garden Charter School,40.656202,-73.982624,11215
Canarsie Ascend Charter School,40.643834,-73.900432,11236
Brooklyn Prospect Charter School - CSD 13.2,40.653277,-74.007222,11232
Hyde Leadership Charter School - Brooklyn,40.667985,-73.898249,11207
Success Academy Charter School - Bensonhurst,40.608135,-73.984985,11204
Achievement First Apollo Charter School,40.677112,-73.884211,11208
Leadership Preparatory Ocean Hill Charter School,40.672216,-73.906018,11212
Ocean Hill Collegiate Charter School,40.678124,-73.915106,11233
Brooklyn East Collegiate Charter School,40.657712,-73.919818,11212
Success Academy Charter School - Bergen Beach,40.620537,-73.912914,11234
Bedford Stuyvesant New Beginnings Charter School,40.694676,-73.937717,11206
Achievement First North Brooklyn Preparatory Chart,40.693542,-73.915159,11221
Imagine Me Leadership Charter School,40.660077,-73.883469,11207
Achievement First Linden Charter School,40.659934,-73.885704,11207
Compass Charter School,40.688769,-73.971474,11238
Central Brooklyn Ascend Charter School,40.638957,-73.948982,11210
Brooklyn Dreams Charter School,40.632149,-73.969887,11230
Cultural Arts Academy Charter School At Spring Cre,40.65452,-73.908341,11212
Bushwick Ascend Charter School,40.693748,-73.90892,11237
Brooklyn Laboratory Charter School,40.70043,-73.987399,11201
Collegiate Academy for Mathematics and Personal Aw,40.65787,-73.888775,11207
Achievement First Voyager Charter School,40.656276,-73.95381,11226
Brooklyn Prospect Charter School - CSD 13,40.681102,-73.956832,11238
Success Academy Charter School - Bushwick,40.695975,-73.919653,11221
Success Academy Charter School - Bed Stuy 3,40.691472,-73.940749,11221
Success Academy Charter School - Flatbush,40.64879,-73.957501,11226
Brooklyn Emerging Leaders Academy Charter School,40.691467,-73.932254,11221
Hebrew Language Academy Charter School 2,40.600808,-73.986345,11214
Cypress Hills Ascend Charter School,40.681183,-73.867071,11208
Edmund W. Gordon Brooklyn Laboratory Charter Schoo,40.70043,-73.987399,11201
Key Collegiate Charter School,40.665264,-73.910292,11212
Ivy Hill Preparatory Charter School,40.643897,-73.922733,11203
Brooklyn Prospect Charter School - CSD 15.2,40.647893,-73.97872,11218
East Brooklyn Ascend Charter School,40.678076,-73.882154,11208
LEEP Dual Language Academy Charter School,40.642877,-74.012089,11220
Flatbush Ascend Charter School,40.652706,-73.954306,11226
East Flatbush Ascend Charter School,40.652671,-73.939706,11203
Brooklyn RISE Charter School,40.688909,-73.981971,11217
Lamad Academy Charter School,40.658834,-73.922296,11212
Brooklyn Ascend Charter School 6,40.661945,-73.92044,11212
Bedford Stuyvesant New Beginnings Charter School I,40.694676,-73.937717,11206
Democracy Preparatory Endurance Charter School,40.801547,-73.935335,10035
KIPP NYC Washington Heights Academy Charter School,40.839139,-73.935815,10032
Manhattan Charter School II,40.713362,-73.986051,10002
Global Community Charter School,40.81698,-73.934951,10037
Neighborhood Charter School of Harlem,40.823676,-73.945427,10031
East Harlem Scholars Academy Charter School II,40.793649,-73.948488,10029
Success Academy Charter School - Hell's Kitchen,40.763655,-73.990318,10019
Success Academy Charter School - Union Square,40.735361,-73.987064,10003
Harlem Hebrew Language Academy Charter School,40.804559,-73.952751,10026
Great Oaks Charter School,40.730564,-74.0029,10014
Capital Preparatory Harlem Charter School,40.808339,-73.938735,10035
New York City Charter School of the Arts,40.705688,-74.013303,10004
Success Academy Charter School - Washington Height,40.85765,-73.935231,10040
Opportunity Charter School,40.801573,-73.955583,10026
Harlem Children's Zone Promise Academy Charter Sch,40.811882,-73.947317,10027
School in the Square Public Charter School,40.848864,-73.936073,10033
Manhattan Charter School,40.718121,-73.984116,10002
Harlem Link Charter School,40.798461,-73.950146,10026
Girls Preparatory Charter School of New York,40.729152,-73.982472,10009
Harlem Village Academy East Charter School,40.799265,-73.93374,10035
KIPP Infinity Charter School,40.819793,-73.956814,10031
NYC Autism Charter School East Harlem,40.785559,-73.940919,10029
WHIN Music Community Charter School,40.837994,-73.939921,10032
Harlem Children's Zone Promise Academy II Charter,40.806139,-73.940871,10035
Democracy Preparatory Charter School,40.813532,-73.938347,10037
Success Academy Charter School - Harlem 1,40.802649,-73.948088,10026
New Heights Academy Charter School,40.82884,-73.945368,10031
Success Academy Charter School - Harlem 6,40.816158,-73.95357,10027
Success Academy Charter School - Hudson Yards,40.758759,-73.996499,10036
Zeta Charter Schools - Inwood,40.871132,-73.911924,10034
Harlem Village Academy West 2 Charter School,40.80669,-73.945603,10027
DREAM Charter School East Harlem,40.789174,-73.945101,10029
Storefront Academy Harlem Charter School,40.807581,-73.937717,10035
Success Academy Charter School - Harlem 2,40.805653,-73.935461,10035
Success Academy Charter School - Harlem 3,40.785107,-73.942154,10029
Success Academy Charter School - Harlem 4,40.801573,-73.955583,10026
American Dream Charter School II,40.82477,-73.945776,10031
St. HOPE Leadership Academy Charter School,40.814917,-73.945838,10030
KIPP Beyond Charter School,40.811107,-73.960761,10027
Amber Charter School Inwood,40.87028,-73.91754,10034
The Equity Project Charter School,40.864644,-73.923094,10034
Innovation Charter High School,40.785107,-73.942154,10029
Inwood Academy for Leadership Charter School,40.865508,-73.918591,10034
Democracy Preparatory Harlem Charter School,40.814598,-73.945,10030
Success Academy Charter School - Harlem 5,40.820216,-73.944551,10030
New York French-American Charter School,40.807537,-73.954228,10027
East Harlem Scholars Academy Charter School,40.79001,-73.942482,10029
Broome Street Academy Charter High School,40.723911,-74.004692,10013
Success Academy Charter School - Upper West,40.786134,-73.974483,10024
Sisulu-Walker Charter School of Harlem,40.816626,-73.951292,10027
Harbor Science and Arts Charter School,40.795404,-73.944449,10029
Amber Charter School East Harlem,40.790932,-73.943904,10029
John V. Lindsay Wildcat Academy Charter School,40.705605,-74.015837,10004
Harlem Prep Charter School,40.801547,-73.935335,10035
Harlem Village Academy West Charter School,40.821208,-73.941111,10030
KIPP S.T.A.R. College Preparatory Charter School,40.810793,-73.955722,10027
Future Leaders Institute Charter School,40.806055,-73.948385,10027
Central Queens Academy Charter School,40.736886,-73.875053,11373
Peninsula Preparatory Academy Charter School,40.600659,-73.752565,11691
Middle Village Preparatory Charter School,40.710973,-73.888325,11379
VOICE Charter School of New York,40.760376,-73.939984,11106
New Visions Charter High School for Advanced Math,40.673949,-73.782684,11434
Growing Up Green Charter School,40.753503,-73.93562,11101
Success Academy Charter School - Rosedale,40.655811,-73.738793,11422
Success Academy Charter School - Springfield Garde,40.681881,-73.752772,11413
Challenge Preparatory Charter School,40.600137,-73.764065,11691
Riverton Street Charter School,40.68943,-73.763609,11412
Rochdale Early Advantage Charter School,40.680016,-73.778613,11434
Academy of the City Charter School,40.756181,-73.902197,11377
Growing Up Green Charter School II,40.713084,-73.807561,11432
New Visions Charter High School for the Humanities,40.586012,-73.825317,11694
Success Academy Charter School - South Jamaica,40.675626,-73.799756,11436
Success Academy Charter School - Far Rockaway,40.604019,-73.749891,11691
Forte Preparatory Academy Charter School,40.737387,-73.87786,11373
Elm Community Charter School,40.73793,-73.883528,11373
Our World Neighborhood Charter School 2,40.671281,-73.856042,11414
Valence College Preparatory Charter School,40.729413,-73.858853,11374
New Dawn Charter High School II,40.706074,-73.799776,11432
Renaissance Charter School 2,40.741153,-73.881555,11373
Achievement First Legacy Charter School,40.688263,-73.763472,11412
Our World Neighborhood Charter School 3,40.750857,-73.858255,11368
Success Academy Charter School - NYC 14,40.683802,-73.813926,11420
Central Queens Academy Charter School II,40.736886,-73.875053,11373
Merrick Academy - Queens Public Charter School,40.676318,-73.753009,11413
Renaissance Charter School,40.749934,-73.884817,11372
Our World Neighborhood Charter School,40.755714,-73.924175,11106
New Ventures Charter School,40.605658,-74.180964,10314
John W. Lavelle Preparatory Charter School,40.605658,-74.180964,10314
Lois and Richard Nicotra Early College Charter Sch,40.605658,-74.180964,10314
New World Preparatory Charter School,40.63324,-74.125447,10310
Bridge Preparatory Charter School,40.607637,-74.105883,10301
Hellenic Classical Charter School - Staten Island,40.608079,-74.161318,10314
Richmond Preparatory Charter School,40.605658,-74.180964,10314
Staten Island Hebrew Public Charter School,40.575685,-74.083179,10305
Children's Aid College Preparatory Charter School,40.843705,-73.890145,10457
Icahn Charter School 6,40.841758,-73.897943,10457
Grand Concourse Academy Charter School,40.818442,-73.858773,10473
Mott Hall Charter School,40.83093,-73.901859,10456
Pharos Academy Charter School,40.823228,-73.897394,10459
New Visions AIM Charter High School II,40.823124,-73.898265,10459
New Visions Charter High School for Advanced Math,40.821723,-73.902892,10456
New Visions Charter High School for the Humanities,40.821723,-73.902892,10456
Family Life Academy Charter School II,40.811562,-73.925416,10454
Bronx Charter School for Excellence,40.834025,-73.858533,10462
South Bronx Charter School for International Cultu,40.803052,-73.918037,10454
Leaders In Our Neighborhood Charter School,40.815827,-73.885284,10474
South Bronx Classical Charter School,40.822056,-73.894368,10459
International Leadership Charter High School,40.880853,-73.909955,10463
Icahn Charter School 7,40.822522,-73.877274,10473
South Bronx Classical Charter School II,40.808194,-73.925459,10454
Icahn Charter School 2,40.845023,-73.857989,10462
Success Academy Charter School - Bronx 3,40.827438,-73.914067,10456
Brilla College Preparatory Charter School,40.812804,-73.919316,10454
Bronx Global Learning Institute for Girls Charter,40.823014,-73.922527,10451
University Prep Charter High School,40.814857,-73.912038,10455
Mott Haven Charter School,40.806389,-73.92115,10454
"NYC Charter High School for Architecture, Engineer",40.821682,-73.910421,10451
Bronx Community Charter School,40.872455,-73.875451,10467
Bronx Charter School for Children,40.81264,-73.919913,10454
Bronx Academy of Promise Charter School,40.839503,-73.919597,10452
Icahn Charter School 3,40.856531,-73.843013,10461
Charter High School for Law and Social Justice,40.853728,-73.911708,10453
Atmosphere Academy Public Charter School,40.875161,-73.910426,10463
Nuasin Next Generation Charter School,40.834599,-73.929797,10452
Success Academy Charter School - Bronx 4,40.822925,-73.859998,10473
Boys Preparatory Charter School of New York,40.820298,-73.927397,10451
American Dream Charter School,40.809023,-73.917417,10454
Family Life Academy Charter School III,40.816245,-73.929949,10451
Dr. Richard Izquierdo Health and Science Charter S,40.826933,-73.900593,10456
Bronx Charter School for Better Learning II,40.863842,-73.836525,10469
Rosalyn Yalow Charter School,40.820059,-73.925045,10451
Girls Preparatory Charter School of the Bronx,40.816078,-73.901599,10455
The Equality Charter School,40.864073,-73.823816,10475
South Bronx Classical Charter School III,40.829793,-73.906403,10456
Academic Leadership Charter School,40.807916,-73.912557,10454
South Bronx Early College Academy Charter School,40.818069,-73.904223,10455
Success Academy Charter School - Bronx 1,40.813681,-73.925995,10451
Success Academy Charter School - Bronx 2,40.835934,-73.90497,10456
Icahn Charter School 4,40.856531,-73.843013,10461
Storefront Academy Charter School,40.814952,-73.908773,10455
Icahn Charter School 5,40.856531,-73.843013,10461
New Visions Charter High School for Advanced Math,40.877379,-73.912686,10463
New Visions Charter High School for the Humanities,40.877379,-73.912686,10463
Choice Charter School,40.808703,-73.921888,10454
Bronx Charter School for Excellence 2,40.845897,-73.864154,10462
South Bronx Community Charter High School,40.828578,-73.908399,10456
Legacy College Preparatory Charter School,40.813077,-73.919979,10454
Brilla Veritas Charter School,40.818945,-73.909565,10455
NYC Autism Charter School Bronx,40.828406,-73.900121,10456
South Bronx Classical Charter School IV,40.823885,-73.923271,10451
Bronx Charter School for Excellence 3,40.888351,-73.862924,10466
Amber Charter School Kingsbridge,40.880738,-73.907295,10463
Urban Assembly Charter School for Computer Science,40.832508,-73.878191,10472
KIPP Freedom Charter School,40.842564,-73.891086,10457
Cardinal McCloskey Community Charter School,40.851395,-73.887345,10458
Emblaze Academy Charter School,40.820102,-73.88819,10474
Bronx Charter School for Excellence 4,40.898907,-73.841278,10466
Zeta Charter Schools - South Bronx,40.816452,-73.915977,10455
Urban Dove Team Charter School II,40.815506,-73.903309,10455
AECI II: NYC Charter High School for Computer Engi,40.836945,-73.917332,10452
Creo College Preparatory Charter School,40.816145,-73.919432,10455
Bold Charter School,40.825121,-73.881894,10472
Dream Charter School Mott Haven,40.807365,-73.928762,10454
University Prep Charter Middle School,40.811051,-73.909363,10455
KIPP Bronx Charter School II,40.868781,-73.896376,10468
KIPP Bronx Charter School III,40.818347,-73.929502,10451
Bronx Arts and Science Charter School,40.825715,-73.838299,10465
Bronx Charter School for Excellence 5,40.847487,-73.89654,10457
Neighborhood Charter School: Bronx,40.808963,-73.909019,10454
Capital Preparatory Bronx Charter School,40.879852,-73.826791,10475
Brilla Caritas Charter School,40.8623,-73.906158,10468
Brilla Pax Charter School,40.8623,-73.906158,10468
Girls Preparatory Charter School of the Bronx II,40.869142,-73.901821,10468
Zeta Charter School – Mount Eden,40.838714,-73.918794,10452
Zeta Charter School – Tremont Park,40.84539,-73.893499,
Wildflower New York Charter School,40.832956,-73.902409,10456
Stradford Preparatory Charter School for Boys,40.850089,-73.850735,10461
Earl Monroe New Renaissance Basketball Charter Sch,40.845321,-73.827252,10461
Success Academy Charter School – Bronx 5 Lower,40.806741,-73.915228,10454
Success Academy Charter School – Bronx 5 Upper,40.806741,-73.915228,10454
Dream Charter School Highbridge,40.832648,-73.911906,10456
Family Life Academy Charter Schools High School,40.823695,-73.910589,10451
Success Academy Charter School - NYC 5,40.876633,-73.864113,10467
Success Academy Charter School - NYC 6,40.876633,-73.864113,10467
Success Academy Charter School - NYC 12,40.828911,-73.851483,10472
Bronx Preparatory Charter School,40.839072,-73.900123,10457
KIPP Academy Charter School,40.822574,-73.92114,10451
Family Life Academy Charter School,40.840262,-73.918665,10452
Harriet Tubman Charter School,40.832328,-73.905771,10456
Icahn Charter School 1,40.838654,-73.904703,10457
Bronx Charter School for Better Learning,40.884371,-73.839288,10466
Bronx Charter School for the Arts,40.821815,-73.886477,10474
Success Academy Charter School - NYC 7,40.869142,-73.901821,10468
ALC - Melrose Academy,40.702332,-73.929693,11206
ALC - Park Place Academy,40.68192,-73.9456,11216
ALC - Albany,40.670841,-73.938969,11213
ALC- Brighton Academy,40.583263,-73.963764,11235
ALC - John Jay,40.669255,-73.97858,11215
ALC - Fundamentals Academy,40.68192,-73.9456,11216
ALC - P.S. 138K ANNEX,40.67377,-73.944961,11213
ALC - Brooklyn Choices,40.702332,-73.929693,11206
ALC - Washington Heights,40.850819,-73.933042,10033
ALC - BATTERY PARK,40.706232,-74.01244,10004
ALC - Choir Academy,40.807019,-73.938714,10035
ALC - Cloisters,40.850819,-73.933042,10033
ALC - Royal 180 Academy,40.702776,-73.805044,11435
ALC - LINDEN ACADEMY,40.769649,-73.833164,11354
ALC - JAMAICA ACADEMY,40.702776,-73.805044,11435
ALC - August Martin HS,40.673949,-73.782684,11434
ALC - Beach Channel Educational Complex,40.586012,-73.825317,11694
ALC - ST. Marks Place,40.638388,-74.077564,10301
ALC - P.S. 37,40.554498,-74.14837,10308
ALC - Lafayette Academy,40.817257,-73.890918,10474
ALC - BRONX EDUCATIONAL CENTER,40.816494,-73.890278,10474
ALC - Crotona Academy,40.829306,-73.892243,10459
ALC - Rose Hill Academy,40.857248,-73.903165,10453
ALC - Stevenson Campus,40.821218,-73.85593,10473
Dream Program,40.747398,-73.992832,10001
