Name,Latitude,Longitude,ZCTA5CE10,nearest_route_id,nearest_route_distance,accessibility_category
P.S. 133 The Bellerose School of Excellence,40.732458,-73.717819,11426.0,Q36,0.32927962210122946,Accessible
M.S. 158 Marie Curie,40.756562,-73.771878,11361.0,Q12,0.28935611122848176,Accessible
P.S. 159,40.770108,-73.783973,11361.0,Q76,0.13543037207796912,Very accessible
P.S. 162 John Golden,40.748405,-73.776576,11364.0,Q26,0.22346579027097657,Very accessible
Irwin Altman Middle School 172,40.741409,-73.713245,11004.0,Q43,0.02572581897464836,Very accessible
P.S. 173 Fresh Meadows,40.734097,-73.795651,11365.0,Q17,0.25738275968175667,Accessible
P.S./ IS 178 Holliswood,40.724061,-73.777314,11423.0,Q17,0.3970739579967501,Accessible
P.S. 186 Castlewood,40.749556,-73.721594,11426.0,Q46,0.15144170284627073,Very accessible
P.S. 188 Kingsbury,40.736063,-73.753985,11364.0,Q88,0.37624490627484136,Accessible
P.S. 203 Oakland Gardens,40.753606,-73.759822,11361.0,Q27,0.09309903679876502,Very accessible
P.S. 205 Alexander Graham Bell,40.738008,-73.756374,11364.0,Q88,0.5162354770667431,Moderately accessible
P.S. 213 The Carl Ullman School,40.747457,-73.74539,11364.0,Q30,0.5730212259067898,Moderately accessible
J.H.S. 216 George J. Ryan,40.737188,-73.794501,11365.0,Q17,0.04445233728731651,Very accessible
P.S. 221 The North Hills School,40.758808,-73.731518,11362.0,Q30,0.2905767322624457,Accessible
P.S./I.S. 266,40.746128,-73.728415,11426.0,Q43,0.3699598829291129,Accessible
Business Technology Early College High School,40.733888,-73.739726,11427.0,Q43,0.06737335057339237,Very accessible
P.S. 376,40.754954,-73.770314,11361.0,Q12,0.36606079823891713,Accessible
The CIVIC School of Bayside Hills,40.749673,-73.764954,11364.0,Q30,0.30465238139320483,Accessible
Benjamin N. Cardozo High School,40.752343,-73.757271,11364.0,Q27,0.09048332726504855,Very accessible
Francis Lewis High School,40.740875,-73.795049,11365.0,Q31,0.10416689469287428,Very accessible
Martin Van Buren High School,40.733888,-73.739726,11427.0,Q43,0.06737335057339237,Very accessible
Bayside High School,40.771398,-73.781041,11361.0,Q31,0.05604151615860215,Very accessible
"Queens High School of Teaching, Liberal Arts and t",40.744197,-73.728834,11426.0,Q43,0.28046366112056004,Accessible
P.S./M.S 042 R. Vernam,40.594358,-73.794804,11692.0,Q98V,0.28942630091869104,Accessible
P.S. 043,40.59348,-73.761086,11691.0,Q114,0.2965803100568296,Accessible
P.S. 045 Clarence Witherspoon,40.671871,-73.788866,11436.0,Q9,0.08063531978916354,Very accessible
P.S. 047 Chris Galas,40.606352,-73.820445,11693.0,QM17,0.11658801697974826,Very accessible
P.S. 051,40.698286,-73.831532,11418.0,Q10,0.11089396367812783,Very accessible
M.S. 053 Brian Piccolo,40.604019,-73.749891,11691.0,Q114,0.14596721190671794,Very accessible
P.S. 056 Harry Eichler,40.698989,-73.835735,11418.0,Q37,0.1636459873590806,Very accessible
P.S. 060 Woodhaven,40.691467,-73.852792,11421.0,Q56,0.13856082551097676,Very accessible
P. S. 62 - Chester Park School,40.688359,-73.835567,11419.0,Q8,0.5038526736986042,Moderately accessible
P.S. 063 Old South,40.676978,-73.846796,11417.0,Q21,0.2250142636554044,Very accessible
P.S. 064 Joseph P. Addabbo,40.681901,-73.856956,11416.0,Q8,0.5434278778233422,Moderately accessible
P.S. 65 - The Raymond York Elementary School,40.682293,-73.841675,11417.0,Q112,0.13085451697593622,Very accessible
P.S. 066 Jacqueline Kennedy Onassis,40.697941,-73.846135,11418.0,Q56,0.3000952416023852,Accessible
P.S. 090 Horace Mann,40.696653,-73.839517,11418.0,Q56,0.0893335870270525,Very accessible
P.S. 096,40.675369,-73.808128,11420.0,Q9,0.04321020151634039,Very accessible
P.S. 097 Forest Park,40.694232,-73.860031,11421.0,J90,0.3806001436234025,Accessible
P.S. 100 Glen Morris,40.679694,-73.821545,11420.0,Q41,0.1773232849288163,Very accessible
P.S. 104 The Bays Water,40.608002,-73.764621,11691.0,Q114,0.5961606381703767,Moderately accessible
P.S. 105 The Bay School,40.595911,-73.780961,11691.0,Q22,0.04494406608153125,Very accessible
Lighthouse Elementary School,40.594738,-73.766846,11691.0,QM17,0.08934357782707802,Very accessible
P.S. 108 Captain Vincent G. Fowler,40.679083,-73.831025,11420.0,Q37,0.16837798681856841,Very accessible
P.S./M.S. 114 Belle Harbor,40.577552,-73.854364,11694.0,QM16,0.6614157971707918,Moderately accessible
P.S. 123,40.678913,-73.795571,11436.0,Q40,0.355830811322502,Accessible
P.S. 124 Osmond A Church,40.665669,-73.811266,11420.0,Q6,0.19162773285656484,Very accessible
M.S. 137 America's School of Heroes,40.678112,-73.839377,11417.0,Q7,0.13841238978627046,Very accessible
P.S. 146 Howard Beach,40.660531,-73.834896,11414.0,QM17,0.26900703877847515,Accessible
P.S. 155,40.679105,-73.810067,11420.0,Q9,0.30779236908140173,Accessible
P.S. 183 Dr. Richard R. Green,40.58922,-73.805866,11693.0,Q98V,0.1745864243487614,Very accessible
P.S. 197 The Ocean School,40.599664,-73.744128,11691.0,Q114,0.5411840969965579,Moderately accessible
J.H.S. 202 Robert H. Goddard,40.670905,-73.845992,11417.0,Q7,0.04058403002306958,Very accessible
P.S. 207 Rockwood Park,40.657736,-73.843881,11414.0,Q41,0.19023454849017554,Very accessible
J.H.S. 210 Elizabeth Blackwell,40.68476,-73.847633,11416.0,Q11,0.05435154227252868,Very accessible
P.S. 223 Lyndon B. Johnson,40.673898,-73.78953,11434.0,Q6,0.05051996106535969,Very accessible
J.H.S. 226 Virgil I. Grissom,40.675021,-73.81673,11420.0,Q98V,0.048478133262174046,Very accessible
P.S. 232 Lindenwood,40.665408,-73.850622,11414.0,QM15,0.07287321271686488,Very accessible
The Randolph Holder School for Social Justice,40.607247,-73.748799,11691.0,Q114,0.2908290498144269,Accessible
P.S. 254 - The Rosa Parks School,40.6972,-73.847886,11418.0,Q56,0.31453306919512275,Accessible
Frederick Douglass Academy VI High School,40.601537,-73.763995,11691.0,QM17,0.4033148481666861,Accessible
Voyages Prep - South Queens,40.673949,-73.782684,11434.0,Q7,0.27913119900598304,Accessible
Channel View School for Research,40.586012,-73.825317,11694.0,Q21,0.10240983840207962,Very accessible
P.S. 273,40.693613,-73.844335,11418.0,Q56,0.18547285044093864,Very accessible
Knowledge and Power Preparatory Academy VI,40.601537,-73.763995,11691.0,QM17,0.4033148481666861,Accessible
Hawtree Creek Middle School,40.675021,-73.81673,11420.0,Q98V,0.048478133262174046,Very accessible
"Queens High School for Information, Research, and",40.601537,-73.763995,11691.0,QM17,0.4033148481666861,Accessible
New York City Academy for Discovery,40.691482,-73.848577,11421.0,Q24,0.22576348433420376,Very accessible
Robert H. Goddard High School of Communication Art,40.670905,-73.845992,11417.0,Q7,0.04058403002306958,Very accessible
Academy of Medical Technology: A College Board Sch,40.601537,-73.763995,11691.0,QM17,0.4033148481666861,Accessible
Epic High School - South,40.675021,-73.81673,11420.0,Q98V,0.048478133262174046,Very accessible
Queens Explorers Elementary School,40.683112,-73.850123,11416.0,Q8,0.17740712989754426,Very accessible
Waterside Children's Studio School,40.579977,-73.83277,11694.0,Q22,0.09948518788371867,Very accessible
Waterside School For Leadership,40.580907,-73.83109,11694.0,Q22,0.043799699888452906,Very accessible
Village Academy,40.604019,-73.749891,11691.0,Q114,0.14596721190671794,Very accessible
Scholars' Academy,40.584543,-73.825162,11694.0,Q21,0.03437829227818142,Very accessible
Rockaway Park High School for Environmental Sustai,40.586012,-73.825317,11694.0,Q21,0.10240983840207962,Very accessible
Goldie Maple Academy,40.594008,-73.786649,11692.0,Q98V,0.11932538964812953,Very accessible
Epic High School - North,40.693013,-73.829409,11419.0,Q24,0.08050718265878697,Very accessible
District 27 Pre-K Center,40.671903,-73.857176,11414.0,BM5,0.09377301147687717,Very accessible
Rockaway Collegiate High School,40.586012,-73.825317,11694.0,Q21,0.10240983840207962,Very accessible
Wave Preparatory Elementary School,40.599467,-73.758587,11691.0,Q114,0.3379250638947538,Accessible
S.T.A.R. Leadership Academy,40.668083,-73.83685,11417.0,QM15,0.3700653556669091,Accessible
August Martin High School,40.673949,-73.782684,11434.0,Q7,0.27913119900598304,Accessible
Richmond Hill High School,40.695171,-73.833815,11418.0,Q37,0.20547296650486563,Very accessible
John Adams High School,40.680065,-73.838616,11417.0,Q7,0.0368710441084877,Very accessible
"High School for Construction Trades, Engineering a",40.689177,-73.841475,11416.0,Q24,0.34798056940737265,Accessible
J.H.S. 008 Richard S. Grossley,40.69691,-73.786403,11433.0,Q5,0.10084887050780998,Very accessible
P.S. 040 Samuel Huntington,40.693559,-73.790975,11433.0,Q60,0.18788667088666214,Very accessible
David N. Dinkins School,40.693736,-73.796358,11433.0,Q60,0.09801736550167499,Very accessible
P.S. 050 Talfourd Lawn Elementary School,40.694868,-73.806842,11435.0,Q112,0.1918879273050984,Very accessible
P.S. 054 Hillside,40.702656,-73.824629,11418.0,J99,0.26194524760780713,Accessible
P.S. 055 Maure,40.69361,-73.816156,11419.0,Q112,0.2913950374370812,Accessible
Catherine & Count Basie Middle School 72,40.675014,-73.775643,11434.0,Q111,0.09521337996327012,Very accessible
PS 80  The Thurgood Marshall Magnet School of Mult,40.673483,-73.769119,11434.0,Q85,0.24333046893534335,Very accessible
P.S. 082 Hammond,40.703897,-73.8122,11435.0,Q56,0.1361251461058848,Very accessible
P.S. Q086,40.709461,-73.803001,11432.0,Q25,0.11052313221043779,Very accessible
P.S. 099 Kew Gardens,40.711502,-73.827722,11415.0,Q10,0.1811948195572726,Very accessible
P.S. 101 School in the Gardens,40.715543,-73.8434,11375.0,QM11,0.35545112856397665,Accessible
P.S. 117 J. Keld / Briarwood School,40.710428,-73.812968,11435.0,Q46,0.3121042227753622,Accessible
P.S. 121 Queens,40.683585,-73.81533,11420.0,Q41,0.3669537213338987,Accessible
P.S. 139 Rego Park,40.728012,-73.862561,11374.0,Q38,0.10302840050631336,Very accessible
P.S. 140 Edward K Ellington,40.687486,-73.781255,11434.0,Q111,0.1931474025426279,Very accessible
P.S. 144 Col Jeromus Remsen,40.71489,-73.852398,11375.0,Q23,0.2912414924657967,Accessible
J.H.S. 157 Stephen A. Halsey,40.732348,-73.852879,11374.0,Q23,0.22541639553126308,Very accessible
P.S. 160 Walter Francis Bishop,40.688373,-73.799685,11435.0,Q60,0.42652715427910065,Accessible
P.S. 161 Arthur Ashe School,40.690439,-73.82108,11419.0,Q8,0.24881202889910825,Very accessible
Metropolitan Expeditionary Learning School,40.708431,-73.855543,11375.0,Q23,0.11579486789220596,Very accessible
P.S. 174 William Sidney Mount,40.720583,-73.861462,11374.0,BM5,0.34506187019417905,Accessible
P.S. 175 The Lynn Gross Discovery School,40.731016,-73.85221,11374.0,Q23,0.29191634851252746,Accessible
P.S. 182 Samantha Smith,40.70675,-73.803183,11432.0,Q64,0.041927279583083885,Very accessible
J.H.S. 190 Russell Sage,40.723478,-73.8517,11375.0,QM42,0.05657014967295336,Very accessible
P.S. 196 Grand Central Parkway,40.722792,-73.837379,11375.0,QM11,0.2359808125557738,Very accessible
P.S. 206 The Horace Harding School,40.73404,-73.861004,11374.0,QM42,0.05377255633716864,Very accessible
J.H.S. 217 Robert A. Van Wyck,40.710384,-73.811461,11435.0,Q46,0.3903809430596164,Accessible
P.S. 220 Edward Mandel,40.736314,-73.852621,11375.0,Q88,0.05674215199972182,Very accessible
York Early College Academy,40.69691,-73.786403,11433.0,Q5,0.10084887050780998,Very accessible
The Emerson School,40.69691,-73.786403,11433.0,Q5,0.10084887050780998,Very accessible
The Academy for Excellence through the Arts,40.725787,-73.844032,11375.0,QM44,0.23581127281274372,Very accessible
Queens Collegiate: A College Board School,40.714551,-73.798658,11432.0,Q36,0.3855912688500098,Accessible
Jamaica Children's School,40.693559,-73.790975,11433.0,Q60,0.18788667088666214,Very accessible
Hillside Arts & Letters Academy,40.714551,-73.798658,11432.0,Q36,0.3855912688500098,Accessible
High School for Community Leadership,40.714551,-73.798658,11432.0,Q36,0.3855912688500098,Accessible
Redwood Middle School,40.675014,-73.775643,11434.0,Q111,0.09521337996327012,Very accessible
The Ezra Jack Keats Pre-K Center,40.702178,-73.820221,11418.0,EBUS,0.10201982937818027,Very accessible
Queens Satellite High School for Opportunity,40.708204,-73.799532,11432.0,Q34,0.16371989109082175,Very accessible
The Queens School for Leadership and Excellence,40.708698,-73.797981,11432.0,Q36,0.12768987556673744,Very accessible
Jamaica Gateway to the Sciences,40.714551,-73.798658,11432.0,Q36,0.3855912688500098,Accessible
The Jermaine L. Green STEM Institute of Queens,40.679843,-73.774668,11434.0,QM21,0.08331954760304937,Very accessible
M.S. 358,40.708698,-73.797981,11432.0,Q36,0.12768987556673744,Very accessible
Forest Hills High School,40.730017,-73.843972,11375.0,Q23,0.19504059723071007,Very accessible
Hillcrest High School,40.709461,-73.803001,11432.0,Q25,0.11052313221043779,Very accessible
Thomas A. Edison Career and Technical Education Hi,40.716071,-73.799692,11432.0,Q65,0.3014156171515948,Accessible
Queens Gateway to Health Sciences Secondary School,40.718027,-73.805923,11432.0,Q65,0.11851279392505111,Very accessible
Queens Metropolitan High School,40.708431,-73.855543,11375.0,Q23,0.11579486789220596,Very accessible
Queens High School for the Sciences at York Colleg,40.700884,-73.798364,11433.0,Q98V,0.12234025812175879,Very accessible
High School for Law Enforcement and Public Safety,40.685838,-73.783438,11434.0,Q111,0.1512553264211614,Very accessible
"Young Women's Leadership School, Queens",40.708409,-73.804166,11432.0,Q25,0.07462778350852951,Very accessible
P.S. 015 Jackie Robinson,40.68605,-73.756546,11413.0,Q77,0.42538311141426244,Accessible
P.S. 033 Edward M. Funk,40.727172,-73.734102,11428.0,Q1,0.4788200831224716,Accessible
P.S. 034 John Harvard,40.710986,-73.737702,11429.0,Q2,0.4403751060582295,Accessible
P.S. 035 Nathaniel Woodhull,40.713438,-73.768894,11423.0,Q110,0.19130093655659702,Very accessible
P.S. 036 Saint Albans School,40.691306,-73.764081,11412.0,Q4,0.07141022795294794,Very accessible
Cynthia Jenkins School,40.676201,-73.758778,11434.0,Q3,0.27195076066190726,Accessible
P.S. 038 Rosedale,40.67115,-73.733774,11422.0,Q5,0.302752352310225,Accessible
P.S. 052 Queens,40.661427,-73.767161,11434.0,Q114,0.1883971767449674,Very accessible
I.S. 059 Springfield Gardens,40.681881,-73.752772,11413.0,Q77,0.10700316459871624,Very accessible
