latitude,longitude,route_id,ZCTA5CE10
40.80893,-73.922855,BX15,10454
40.604258,-73.952144,B49,11229
40.702782,-73.798612,Q113,11433
40.695988,-73.991009,B26,11201
40.846004,-73.884698,BX36,10460
40.584949,-74.166914,S94,10314
40.81622,-73.815576,BXM9,10465
40.640197,-74.13111,S59,10302
40.64958,-73.834278,Q11,11414
40.680644,-73.955715,B44,11238
40.758205,-73.783417,Q76,11361
40.867349,-73.824572,BX38,10475
40.73171,-73.815066,Q34,11367
40.76482,-73.886477,Q19,11370
40.586862,-74.069839,SIM5,10305
40.667666,-73.808725,Q8,11420
40.712209,-73.888667,Q54,11379
40.739023,-73.785464,QM6,11365
40.755569,-73.884356,Q33,11372
40.689709,-73.983099,B38,11201
40.598076,-74.125586,S66,10314
40.589036,-74.145739,S61,10314
40.717642,-73.817977,QM36,11367
40.645886,-73.89269,BM2,11236
40.709434,-73.95931,Q54,11211
40.78666,-73.813494,Q15A,11357
40.575164,-74.118783,S76,10306
40.750843,-73.976533,M101,10168
40.76022,-73.830035,Q27,11354
40.659283,-73.840092,QM16,11414
40.700212,-73.987083,B67,11201
40.734077,-73.871252,Q52+,11373
40.585067,-74.166625,S56,10314
40.707663,-73.795217,Q36,11432
40.63646,-74.134663,S66,10302
40.879494,-73.8856,BX28,10467
40.681649,-73.871202,Q24,11208
40.643576,-74.073131,S54,10301
40.875936,-73.829479,BXM7,10475
40.575935,-74.167683,S44,10314
40.699365,-73.952752,B57,11206
40.619015,-74.185269,S40,10314
40.815917,-73.917815,BX41,10455
40.838568,-73.901769,BX41,10457
40.528346,-74.230218,S74,10309
40.633917,-74.125845,S54,10310
40.840747,-73.841989,BX24,10461
40.678391,-73.903549,Q56,11233
40.645539,-73.902683,B60,11236
40.749159,-73.756112,Q30,11364
40.742919,-73.775794,Q30,11365
40.815175,-73.859474,BX27,10473
40.775453,-73.935395,Q67,11102
40.705004,-74.015762,SIM32,10004
40.695281,-73.969185,B69,11205
40.576815,-74.103316,SIM1,10306
40.642963,-74.074089,S91,10301
40.723561,-73.988177,M15,10009
40.761319,-73.867027,Q47,11369
40.626273,-74.130921,SIM35,10310
40.871659,-73.887532,BX25,10458
40.846774,-73.832273,BX8,10461
40.560931,-74.171352,S89,10312
40.67793,-73.903699,L91,11233
40.760901,-73.827364,Q16,11354
40.736494,-73.877838,Q59,11373
40.865166,-73.930841,M4,10034
40.611925,-74.064632,S81,10305
40.607951,-73.961295,B7,11229
40.693722,-73.852378,Q21,11421
40.622636,-74.144408,S59,10302
40.63385,-74.129761,S53,10302
40.782513,-73.776698,QM2,11360
40.729567,-73.990052,M102,10003
40.70237,-73.791688,Q5,11433
40.729294,-73.781427,QM8,11366
40.799239,-73.962661,M116,10025
40.548875,-74.220854,S55,10309
40.643587,-74.073468,S94,10301
40.766555,-73.986769,M11,10019
40.703676,-73.799281,Q112,11433
40.716249,-74.004629,SIM3C,10007
40.641942,-73.97933,B67,11218
40.526681,-74.178254,S44,10312
40.704592,-73.792241,Q24,11433
40.761656,-73.866329,Q19,11369
40.704742,-73.902161,B20,11385
40.643355,-74.073,S92,10301
40.711867,-74.006112,BM2,10038
40.70203,-73.801905,Q42,11432
40.716152,-73.745515,Q110,11428
40.872562,-73.888156,BX25,10468
40.610992,-73.95368,B49,11230
40.56885,-74.106663,S79+,10306
40.910355,-73.903266,BXM2,10471
40.86929,-73.825691,BX29,10475
40.580952,-74.111446,S51,10306
40.637812,-74.076158,S96,10301
40.614809,-74.157578,SIM4C,10314
40.574887,-74.165154,SIM10,10314
40.74124,-73.990062,M3,10010
40.530442,-74.158917,SIM22,10312
40.739511,-74.002172,B99,10011
40.7287,-74.00254,SIM33,10012
40.677162,-73.899167,Q56,11207
40.761281,-73.962511,Q100,10065
40.709331,-73.960427,B32,11211
40.73171,-73.815066,Q34,11367
40.751667,-73.720808,Q46,11004
40.586534,-74.1988,S92,10314
40.865666,-73.827623,BX12+,10475
40.644861,-74.010021,B11,11220
40.744189,-73.985425,M3,10016
40.712209,-73.888667,Q38,11379
40.66491,-73.86333,B14,11208
40.714733,-73.831235,Q46,11375
40.661584,-73.823965,Q10,11430
40.601368,-73.934777,B31,11229
40.880164,-73.907304,BX7,10463
40.760391,-73.968015,QM44,10022
40.634794,-74.111842,S46,10310
40.716678,-74.006421,SIM8,10007
40.633344,-74.005865,B9,11219
40.766007,-73.976806,SIM5,
40.695281,-73.969185,B54,11205
40.580343,-73.837347,Q53+,11694
40.598827,-74.063766,SIM6,10305
40.610932,-73.954068,B7,11230
40.569622,-74.108371,S86,10306
40.747987,-73.988909,M55,10001
40.699574,-73.941444,B47,11206
40.586613,-74.198763,S62,10314
40.598076,-74.125586,S57,10314
40.761214,-73.963645,Q100,10022
40.824106,-73.858845,BX39,10473
40.750869,-73.939869,Q32,11101
40.652912,-73.866599,B84,11208
40.776768,-73.963421,M79+,10075
40.715615,-73.832415,X63,11375
40.650187,-73.891399,BM3,11236
40.70237,-73.875134,QM24,11385
40.619594,-73.915246,BM1,11234
40.769059,-73.773854,Q13,11361
40.748739,-73.937948,Q95,11101
40.666035,-73.884004,B99,11207
40.7359,-73.746471,Q46,11364
40.635897,-73.740393,Q114,11422
40.791989,-73.850599,Q66,11356
40.747979,-73.969789,M42,10017
40.741173,-73.987686,ECAS,10010
40.733152,-73.871078,Q52+,11373
40.781506,-73.825903,Q50,11356
40.840285,-73.843243,BX4,10461
40.77536,-73.935128,Q18,11102
40.847047,-73.786662,BX29,10464
40.619527,-73.933343,B41,11234
40.578033,-73.939932,B1,11235
40.731862,-73.805282,Q65,11365
40.90041,-73.840943,BX16,10466
40.612792,-74.117056,SIM34,10314
40.733179,-73.871298,Q7,11373
40.674938,-73.999538,B57,11231
40.867063,-73.860948,BX8,10469
40.675497,-73.871784,Q40,11208
40.635351,-73.91317,B103,11236
40.704933,-73.793318,Q44+,11433
40.766314,-73.977491,SIM4C,
40.576815,-74.103316,SIM1,10306
40.786932,-73.954292,M1,10128
40.754307,-73.984397,SIM10,10036
40.638191,-73.978944,B67,11218
40.749868,-73.75708,QM5,11364
40.615711,-73.914026,B47,11234
40.770877,-73.865556,M60+,11371
40.869678,-73.825894,BXM7,10475
40.637675,-74.076194,S96,10301
40.761907,-73.942632,Q103,11101
40.711833,-73.859448,Q54,11374
40.569089,-74.124553,S57,10306
40.707654,-73.795238,Q36,11432
40.616611,-74.102996,SIM30,10301
40.865989,-73.827298,BX12+,10475
40.506862,-74.232957,SIM26,10307
40.866511,-73.79549,BX12,10464
40.840285,-73.843243,BX4A,10461
40.760104,-73.831267,Q34,11354
40.542586,-74.145566,SIM6,10308
40.749868,-73.75708,Q27,11364
40.577697,-74.10198,S51,10306
40.650362,-73.958218,B35,11226
40.785723,-73.856248,Q25,11356
40.569622,-74.108371,S76,10306
40.625216,-74.148988,S48,10303
40.64323,-74.073714,S84,10301
40.609528,-73.921821,B2,11234
40.690121,-73.981705,M99,11201
40.74236,-73.991763,M23+,10010
40.637675,-74.076194,S62,10301
40.509055,-74.246775,S74,10307
40.856408,-73.880682,BX9,10460
40.711685,-73.859005,Q54,11374
40.677843,-73.903054,L91,11207
40.723958,-73.95105,B62,11222
40.869391,-73.830561,BX30,10475
40.7604,-73.76952,Q27,11361
40.669125,-73.862818,B20,11208
40.7287,-74.00254,SIM10,10012
40.750627,-73.99102,BXM1,10001
40.586613,-74.198763,S92,10314
40.646928,-73.788956,Q3,11430
40.586862,-74.069839,SIM6,10305
40.750554,-73.991077,BXM4,10001
40.709539,-73.95942,B24,11211
40.813486,-73.930284,BX99,10451
40.705215,-74.01385,SIM4C,10004
40.798915,-73.963235,M7,10025
40.642066,-73.90786,B17,11236
40.54079,-74.177288,S55,10312
40.604596,-74.069364,SIM10,10305
40.696104,-73.990366,B25,11201
40.84686,-73.832201,BX8,10461
40.702433,-73.79054,Q5,11433
40.756935,-73.963476,M57,10022
40.762702,-73.971997,M3,10022
40.747048,-73.71228,QM2,11004
40.729142,-73.975473,M9,10009
40.643722,-74.073104,S46,10301
40.598498,-74.08127,S78,10305
40.848915,-73.936889,BX35,10033
40.785497,-73.813593,Q15A,11357
40.78421,-73.845362,Q20B,11356
40.526804,-74.178204,S55,10312
40.657355,-73.840284,Q41,11414
40.713574,-73.77985,Q3,11423
40.746026,-73.97858,BM5,10016
40.813836,-73.940328,BX33,10037
40.757575,-73.990464,M42,10036
40.770877,-73.865556,M60+,11371
40.685949,-73.915792,Q24,11207
40.716082,-74.004731,SIM3,10007
40.853637,-73.872369,BXM11,
40.7287,-74.00254,SIM5,10012
40.734077,-73.871252,Q52+,11373
40.704709,-73.901843,Q39,11385
40.752855,-73.791876,Q26,11358
40.749388,-73.939517,Q69,11101
40.586613,-74.198763,SIM32,10314
40.760005,-73.828607,Q26,11354
40.71074,-73.770477,Q2,11423
40.628501,-73.980672,B8,11204
40.749994,-73.939514,Q102,11101
40.637812,-74.076158,S61,10301
40.826582,-73.849847,BX5,10473
40.700463,-73.807915,Q83,11435
40.716991,-74.006211,SIM8,10007
40.640208,-74.118016,S59,10310
40.73564,-73.746645,Q46,11427
40.723039,-73.846708,QM44,11375
40.729307,-73.781349,QM6,11366
40.764665,-73.788319,Q28,11358
40.625216,-74.148988,S98,10303
40.713355,-73.978278,M22,10002
40.754369,-73.999155,M11,10001
40.670592,-73.856147,BM5,11414
40.626764,-74.075789,S51,10304
40.824949,-73.836972,Q44+,10465
40.762805,-73.804817,Q28,11358
40.842408,-73.94209,M4,10032
40.595194,-73.784759,Q52+,11692
40.749724,-73.938817,Q32,11101
40.632411,-74.156603,S96,10303
40.672895,-73.78783,Q7,11434
40.731182,-73.864617,Q59,11374
40.73742,-73.996705,SIM9,10011
40.714768,-73.775267,Q3,11432
40.710336,-73.991857,M15,10002
40.889606,-73.90901,BXM2,10471
40.641942,-73.97933,B67,11218
40.742919,-73.775794,Q27,11365
40.822391,-73.856033,BX36,10473
40.817202,-73.959504,M125,10027
40.73028,-73.990532,M1,10003
40.816626,-73.865265,BX27,10473
40.729307,-73.781349,QM5,11366
40.737111,-73.978302,X63,10010
40.665587,-73.757979,Q3,11413
40.625839,-74.016671,B4,11228
40.762549,-74.000971,M99,10019
40.627115,-74.165571,SIM30,10303
40.706927,-73.940084,B60,11206
40.595194,-73.784759,Q98V,11692
40.616611,-74.102996,S62,10301
40.614809,-74.157578,SIM4X,10314
40.704592,-73.792241,Q24,11433
40.56885,-74.106663,S78,10306
40.827328,-73.904705,BX21,10456
40.840672,-73.842224,BX42,10461
40.762106,-73.968336,M102,10022
40.697898,-73.971277,B69,11211
40.752548,-73.981679,SIM1C,10036
40.729832,-73.862428,Q38,11374
40.526823,-74.191293,S55,10312
40.565114,-74.114835,SIM1,10306
40.836205,-73.948478,BX6,10032
40.886429,-73.907076,BXM1,10463
40.604596,-74.069364,SIM1,10305
40.750069,-73.937898,Q101,11101
40.840108,-73.880483,BX36,10460
40.877136,-73.865806,BX38,10467
40.820642,-73.954489,M5,10031
40.773127,-73.741419,Q36,11363
40.743851,-73.976632,M15,10016
40.748911,-73.756702,QM5,11364
40.674949,-73.736661,Q5,11422
40.714024,-73.932089,Q54,11237
40.701765,-73.741271,Q83,11411
40.633742,-74.125859,S54,10310
40.861596,-73.891066,BX12,10458
40.73877,-73.785974,QM8,11365
40.770679,-73.779838,Q31,11361
40.691755,-73.779446,Q5,11434
40.85784,-73.843611,BX31,10461
40.608511,-73.920689,B9,11234
40.71208,-73.859987,Q11,11374
40.760936,-73.827284,Q28,11354
40.542654,-74.208324,S74,10309
40.775832,-73.910318,Q69,11105
40.895739,-73.875215,BX16,10470
40.668437,-73.796352,Q40,11436
40.73742,-73.996705,SIM15,10011
40.745965,-73.76831,Q30,11364
40.599972,-73.941874,B36,11229
40.700463,-73.807915,Q4,11435
40.726498,-73.895315,Q18,11378
40.663103,-73.960971,B48,11225
40.713052,-73.781915,Q1,11423
40.739256,-73.793803,Q88,11365
40.668437,-73.796352,Q37,11436
40.643555,-74.073184,S54,10301
40.764779,-73.823721,QM3,11354
40.742959,-73.825452,Q20A,11355
40.680081,-73.840756,Q37,11417
40.662645,-73.880638,B20,11207
40.671355,-73.984596,B63,11215
40.716104,-74.004766,SIM4C,10007
40.835862,-73.927637,BX13,10452
40.709306,-73.843866,Q54,11375
40.760478,-73.822005,Q15,11355
40.737297,-73.97936,SIM10,10010
40.78708,-73.954126,M2,10128
40.773085,-73.886119,Q47,11371
40.723573,-73.84798,QM44,11375
40.73805,-73.804494,QM20,11365
40.69256,-73.989131,B52,11201
40.721106,-73.844033,Q23,11375
40.607183,-73.961738,B68,11229
40.598076,-74.125586,S61,10314
40.819972,-73.955401,M4,10031
40.772446,-73.967247,M1,
40.754047,-73.758052,Q27,11364
40.728379,-73.871374,QM15,11374
40.586534,-74.1988,SIM32,10314
40.880164,-73.907304,BX10,10463
40.713641,-73.830248,Q10,11415
40.63385,-74.129613,SIM3,10302
40.772665,-73.795013,Q31,11358
40.633696,-74.129779,SIM3,10302
40.671416,-74.10723,S89,07002
40.786348,-73.793316,Q16,11360
40.746613,-73.89072,Q101,11372
40.653458,-73.867026,Q8,11208
40.560931,-74.171352,SIM15,10312
40.831209,-73.935693,M10,10039
40.747321,-73.711919,QM35,11004
40.66503,-73.758295,Q85,11413
40.703099,-73.796108,Q114,11451
40.573337,-74.002189,X28,11224
40.757191,-73.989904,SIM8X,10036
40.652566,-73.765501,Q7,11430
40.876031,-73.829278,BX28,10475
40.766314,-73.977491,SIM1C,
40.876933,-73.846195,BXM6,10469
40.637675,-74.076194,S91,10301
40.748658,-73.938185,Q94,11101
40.856857,-73.855948,BX8,10461
40.754074,-73.942414,Q100,11101
40.759351,-73.830739,Q66,11354
40.612471,-74.129835,SIM3C,10314
40.589609,-74.19407,SIM26,10314
40.714599,-73.832013,X63,11375
40.766529,-73.981964,M10,10019
40.729083,-73.782014,QM7,11366
40.739321,-73.987115,SIM4C,10010
40.653657,-74.008061,B37,11232
40.73621,-73.746796,Q88,11364
40.566954,-73.870169,Q22,11697
40.800675,-73.937943,BXM10,10035
40.5812,-73.838207,Q22,11694
40.810044,-73.876694,BX6,10474
40.816466,-73.916809,BX21,10455
40.651232,-74.003752,B35,11232
40.721704,-74.000018,X28,10013
40.676389,-73.819211,Q10,11420
40.876457,-73.888096,BX10,10468
40.598076,-74.125586,S62,10314
40.63278,-73.928289,B46,11234
40.749101,-73.975585,QM32,10016
40.807544,-73.852337,BX27,10473
40.632064,-73.946717,B100,11210
40.577007,-73.981358,B74,11224
40.57029,-74.110121,S78,10306
40.740799,-73.792884,Q31,11365
40.733179,-73.871298,Q37,11373
40.612624,-74.130404,S66,10314
40.684112,-73.770144,Q84,11434
40.893486,-73.907923,BX20,10471
40.879494,-73.8856,BX28,10467
40.565114,-74.114835,SIM5,10306
40.643715,-74.073133,S59,10301
40.754623,-73.968787,M15,10017
40.643368,-74.073326,S76,10301
40.776296,-73.9108,Q69,11105
40.760581,-73.831308,Q31,11354
40.83132,-73.91994,BX1,10456
40.62357,-73.955771,BM4,11230
40.669288,-73.950627,B44,11225
40.509012,-74.246753,S74,10307
40.632839,-74.005321,B9,11219
40.749743,-73.939192,Q103,11101
40.711746,-74.00738,M103,10007
40.797182,-73.949152,M4,10026
40.774477,-73.872228,Q48,11371
40.598193,-73.961045,B68,11223
40.862256,-73.890512,BX41+,10458
40.643352,-74.073774,S46,10301
40.592836,-73.992519,B3,11214
40.77266,-73.978424,M10,
40.729083,-73.782014,QM7,11366
40.639945,-74.130587,S46,10302
40.614852,-74.158286,SIM4C,10314
40.764401,-73.977001,M5,10019
40.719909,-73.839801,QM11,11375
40.680034,-73.753683,Q5,11413
40.703994,-73.947916,B48,11206
40.791352,-73.780952,Q16,11359
40.757419,-73.978122,BM1,10020
40.560931,-74.171352,S61,10312
40.749556,-73.939123,Q93,11101
40.7287,-74.00254,SIM3,10012
40.902431,-73.868289,BX31,10470
40.763898,-73.787784,Q76,11358
40.734077,-73.871252,Q21,11373
40.848547,-73.911669,BX32,10453
40.785852,-73.951207,M96,10128
40.611287,-74.070913,S52,10305
40.77536,-73.935128,Q103,11102
40.715489,-74.005306,X27,10007
40.607102,-73.93959,B41,11229
40.805689,-73.84884,BX27,10473
40.748613,-73.938433,B62,11101
40.696477,-73.74621,Q77,11411
40.748139,-73.976244,QM42,10016
40.707223,-73.795441,Q37,11432
40.759982,-73.828622,Q15,11354
40.60528,-73.980542,B82,11223
40.86519,-73.837033,BX26,10469
40.633852,-73.928686,B7,11234
40.712476,-73.783305,Q110,11432
40.826066,-73.821611,BX40,10465
40.599189,-74.063759,S51,10305
40.771098,-73.865943,Q70+,11371
40.604398,-73.753476,Q22,11691
40.867705,-73.920997,BX20,10034
40.716991,-74.006211,SIM25,10007
40.741458,-73.95464,Q103,11101
40.772914,-73.886129,Q47,11371
40.836146,-73.86899,BXM6,10460
40.836205,-73.948478,BX6+,10032
40.598764,-73.951363,B49,11229
40.658229,-73.878016,BM5,11207
40.589609,-74.19407,SIM2,10314
40.862773,-73.905143,BX12,10468
40.746704,-73.943531,B94,11101
40.74478,-73.976027,M34+,10016
40.675114,-73.896804,B83,11207
40.749433,-73.991082,Q32,10001
40.876902,-73.846219,BXM8,10469
40.610236,-74.163754,S59,10314
40.526681,-74.178254,S62,10312
40.693356,-73.794554,Q60,11433
40.652566,-73.765501,Q60,11430
40.662472,-73.84091,Q41,11414
40.910227,-73.896498,BX9,10471
40.784853,-73.982543,M79+,10024
40.652627,-73.838457,QM17,11414
40.838304,-73.901199,BX15,10457
40.707663,-73.795217,Q76,11432
40.621066,-73.912788,B47,11234
40.680758,-73.955601,B101,11238
40.755559,-73.884885,Q66,11372
40.737903,-74.004356,M12,10014
40.708007,-74.012714,BM1,10006
40.61054,-73.953732,B7,11229
40.755196,-73.885408,Q32,11372
40.579994,-73.836986,Q22,11694
40.666382,-73.883617,M99,11207
40.838063,-73.91133,BX32,10457
40.688745,-73.875937,B13,11208
40.819413,-73.902025,BX4,10455
40.707905,-73.795777,Q36,11432
40.651655,-73.930572,B35,11203
40.824973,-73.891436,BX27,10459
40.706762,-73.791452,Q110,11432
40.601521,-73.820088,Q52+,11693
40.705959,-73.793867,Q30,11432
40.608306,-73.920622,B9,11234
40.66397,-73.768465,Q114,11434
40.749606,-73.938594,Q108,11101
40.6298,-73.904634,BM2,11236
40.691439,-73.991194,B45,11201
40.703406,-73.867265,Q29,11385
40.722715,-73.867426,BM5,11374
40.747586,-73.976569,X64,10016
40.655105,-73.726483,Q111,11422
40.785746,-73.948862,M103,10128
40.709519,-74.001808,QM25,10038
40.680279,-73.761324,Q3,11434
40.707902,-73.795773,Q36,11432
40.805533,-73.940296,M125,10035
40.696201,-73.746301,Q77,11412
40.643576,-74.073131,S74,10301
40.797614,-73.93101,M116,10035
40.63278,-73.928289,B46,11234
40.907389,-73.896427,BXM3,10471
40.713965,-73.831373,Q6,11415
40.723039,-73.846708,QM4,11375
40.785449,-73.982266,M5,10024
40.577058,-73.98109,B64,11224
40.652592,-73.920823,B47,11203
40.77147,-73.981943,M104,10023
40.796597,-73.949515,M3,
40.714733,-73.831235,Q43,11375
40.824404,-73.914216,BX6,10451
40.664347,-73.768276,Q111,11434
40.700101,-73.910358,B52,11385
40.657618,-73.874569,Q8,11208
40.74684,-73.712563,QM5,11004
40.73994,-73.793003,Q17,11365
40.869457,-73.830517,BX30,10475
40.759766,-73.829182,Q32,11354
40.76266,-73.733756,Q30,11362
40.729294,-73.781427,QM36,11366
40.595047,-73.755819,Q114,11691
40.733377,-73.870851,Q60,11373
40.73742,-73.996705,SIM7,10011
40.680362,-73.84404,Q41,11417
40.680182,-73.752725,Q5,11413
40.78404,-73.980165,M79+,10024
40.68407,-73.846979,Q8,11416
40.674378,-73.798799,Q40,11436
40.646393,-74.08655,S52,10301
40.707663,-73.795217,Q27,11432
40.7287,-74.00254,SIM15,10012
40.702584,-73.81414,Q54,11435
40.896584,-73.870572,BX34,10470
40.733152,-73.871078,Q11,11373
40.821878,-73.938687,M2,10039
40.720923,-73.759535,Q36,11427
40.864178,-73.894444,BX28,10458
40.640208,-74.118016,S54,10310
40.862502,-73.895797,BX22,10458
40.689224,-73.874067,Q56,11208
40.773085,-73.886119,Q49,11371
40.717131,-74.012599,M20,10013
40.728297,-73.975689,M9,10009
40.627592,-74.166418,S40,10303
40.874805,-73.879464,BX38,10467
40.64739,-73.980133,B16,11218
40.706587,-73.792264,Q110,11432
40.607755,-74.089028,SIM15,10304
40.739256,-73.793803,Q88,11365
40.902192,-73.868113,BXM3,10470
40.826791,-73.94997,M4,10031
40.580343,-73.837347,LGAS,11694
40.747393,-73.883999,Q29,11373
40.867349,-73.824572,BX25,10475
40.638191,-73.978944,B43,11218
40.739066,-73.785434,QM5,11365
40.701315,-73.802927,Q4,11433
40.702356,-73.80053,Q83,11432
40.863762,-73.909159,BX12,10468
40.607873,-73.819479,QM16,11693
40.761573,-73.975039,M4,10019
40.770614,-73.98227,M104,10023
40.766007,-73.976806,SIM35,
40.55713,-74.202823,SIM24,10312
40.623682,-73.955872,BM3,11230
40.677692,-73.827763,Q37,11420
40.678762,-73.92125,B25,11233
40.765388,-73.724812,Q30,11362
40.704907,-73.793306,Q20B,11433
40.60914,-73.921443,B46,11234
40.644821,-74.096443,S40,10301
40.57719,-74.003225,B74,11224
40.785681,-73.968984,M10,
40.716678,-74.006421,SIM4,10007
40.725924,-73.791855,Q30,11366
40.860603,-73.890699,BX15,10458
40.757243,-73.715125,QM20,11005
40.880279,-73.884125,D90,10467
40.704787,-74.015502,SIM2,10004
40.616611,-74.102996,S61,10301
40.714036,-73.831214,Q37,11415
40.701167,-73.807755,Q40,11435
40.821618,-73.938795,BX19,10039
40.577857,-74.163769,SIM8,10314
40.67486,-73.737081,Q77,11413
40.766007,-73.976806,SIM5,
40.759766,-73.829182,Q15,11354
40.893316,-73.908526,BX20,10471
40.740183,-73.786521,QM31,11365
40.711864,-74.005932,BM1,10038
40.84528,-73.891137,BX17,10457
40.667945,-73.931297,B46,11213
40.864243,-73.919017,M100,10034
40.53454,-74.154361,S59,10312
40.636117,-74.166098,S40,10303
40.560931,-74.171352,SIM9,10312
40.702735,-73.798748,Q111,11433
40.616625,-73.978441,B6,11204
40.867348,-73.883511,BX41,10458
40.797362,-73.950273,M3,10026
40.77536,-73.935128,LGAS,11102
40.73705,-73.978653,SIM6,10010
40.77186,-73.981984,M104,10023
40.637812,-74.076158,S91,10301
40.69915,-73.910476,B26,11237
40.861277,-73.82268,BX23,10475
40.778731,-73.98142,M11,10023
40.809254,-73.922909,M125,10454
40.707223,-73.795441,Q7,11432
40.881505,-73.909444,BX1,10463
40.733141,-74.006159,M8,10014
40.598544,-74.081825,S79+,10305
40.643334,-74.07421,S42,10301
40.75297,-73.979002,X28,10017
40.762003,-73.967798,QM3,10022
40.610319,-74.163855,S59,10314
40.86711,-73.883742,BX41,10458
40.589036,-74.145739,S91,10314
40.824949,-73.836972,Q50,10465
40.637483,-73.740657,Q113,11422
40.809653,-73.928362,BX21,10454
40.743101,-73.993064,M23+,10011
40.543643,-74.196718,S56,10312
40.753354,-73.779988,Q27,11361
40.872426,-73.912564,BX20,10034
40.80315,-73.932264,M15,10035
40.74733,-73.712117,QM8,11004
40.693813,-73.851904,Q56,11421
40.604596,-74.069364,SIM3C,10305
40.645396,-73.973514,BM4,11218
40.733152,-73.871078,Q21,11373
40.6147,-74.157439,SIM8X,10314
40.846279,-73.884882,BX42,10460
40.720574,-73.997755,M1,10013
40.874875,-73.8794,BX34,10467
40.872426,-73.912564,M100,10034
40.640133,-74.166126,SIM34,10303
40.73994,-73.793003,Q17,11365
40.860826,-73.822669,BX38,10475
40.578249,-74.101942,SIM7,10306
40.658518,-73.877596,B6,11207
40.86787,-73.88402,BX25,10458
40.707002,-73.795473,Q41,11432
40.732945,-73.739395,Q43,11427
40.771098,-73.865943,M60+,11371
40.598498,-74.08127,S79+,10305
40.82388,-73.858819,BX5,10473
40.704669,-74.00826,QM8,10005
40.895656,-73.874907,BX16,10470
40.877829,-73.866304,BXM11,10467
40.732959,-73.864021,Q59,11374
40.709519,-74.001808,QM11,10038
40.763682,-73.971246,BXM9,10022
40.742685,-73.77554,Q76,11365
40.746613,-73.89072,Q100,11372
40.877103,-73.907057,BXM2,10463
40.824481,-73.913624,BX41,10451
40.765633,-73.815117,Q15,11354
40.600949,-73.941896,B44+,11229
40.657586,-73.741503,Q85,11422
40.804421,-73.955141,M7,10026
40.907417,-73.896407,BXM3,10471
40.749743,-73.939192,Q19,11101
40.692493,-73.928106,B38,11221
40.728395,-73.783325,QM1,11366
40.746665,-73.890813,Q49,11372
40.720728,-73.760265,Q36,11423
40.673156,-73.763855,Q85,11413
40.70213,-73.801502,Q42,11432
40.66397,-73.768465,Q113,11434
40.682345,-73.822145,Q41,11419
40.643377,-74.072933,S66,10301
40.738504,-73.814423,Q88,11367
40.760058,-73.96725,BM4,10022
40.598662,-74.081064,S53,10305
40.760727,-73.968725,SIM4C,10022
40.74712,-73.711556,QM36,11004
40.836311,-73.948435,BX6,10032
40.595383,-73.754744,Q111,11691
40.565114,-74.114835,SIM5,10306
40.742919,-73.775794,Q88,11365
40.609304,-74.116692,SIM32,10314
40.810354,-73.952753,M3,10027
40.643576,-74.073131,S46,10301
40.702584,-73.81414,Q54,11435
40.593023,-73.992179,B64,11214
40.716807,-73.997929,M99,10013
40.759026,-73.968297,QM36,10022
40.888242,-73.831214,BX90,10466
40.876197,-73.82947,BX30,10475
40.704933,-73.793318,Q2,11433
40.713329,-73.72826,Q2,11429
40.643571,-74.073149,S48,10301
40.73564,-73.746645,Q43,11427
40.740149,-73.986247,X37,10010
40.831323,-73.899774,BX21,10456
40.712876,-74.009492,BM3,10279
40.543784,-74.196657,SIM25,10312
40.707643,-73.795545,Q3,11432
40.835353,-73.818769,BXM6,10465
40.542586,-74.145566,SIM9,10308
40.709519,-74.001808,QM7,10038
40.70932,-73.959616,B44,11211
40.877355,-73.918021,BXM2,10463
40.713624,-73.829759,Q10,11415
40.721081,-73.904044,B57,11378
40.746665,-73.890813,Q69,11372
40.900752,-73.861803,BX1,10470
40.779424,-73.953443,BXM7,10128
40.746613,-73.89072,Q67,11372
40.704921,-74.015441,X28,10004
40.746846,-73.891201,Q47,11372
40.826453,-73.922795,BXM4,10451
40.667597,-73.92141,B12,11212
40.600372,-73.941954,B3,11229
40.552799,-74.167964,S59,10312
40.771069,-73.917561,M60+,11102
40.76266,-73.733756,Q30,11362
40.866821,-73.825051,BX38,10475
40.716104,-74.004766,SIM32,10007
40.702135,-73.801408,Q30,11432
40.63986,-73.967717,BM2,11218
40.74875,-73.756621,Q27,11364
40.760277,-73.830409,Q32,11354
40.603427,-74.068996,SIM35,10305
40.768721,-73.868476,Q23,11369
40.874805,-73.879464,BX34,10467
40.710619,-74.016257,M20,10280
40.716678,-74.006421,SIM4X,10007
40.575688,-73.981163,B90,11224
40.783817,-73.947494,M15+,10128
40.86788,-73.834403,BX38,10469
40.603427,-74.068996,SIM3C,10305
40.700465,-73.90999,Q54,11385
40.706923,-73.939036,B60,11206
40.743812,-73.995983,M7,10011
40.71073,-73.963616,B62,11211
40.709597,-73.959359,B39,11211
40.715486,-73.832164,X68,11375
40.874929,-73.880302,BX30,10467
40.86805,-73.83312,BX5,10469
40.754027,-73.758131,Q27,11364
40.637812,-74.076158,S91,10301
40.702354,-73.800129,Q5,11433
40.787674,-73.955448,M106,10128
40.758784,-73.821204,Q12,11355
40.760104,-73.831267,Q19,11354
40.749574,-73.939152,Q67,11101
40.84843,-73.938117,BX36,10033
40.680134,-73.730246,Q84,11422
40.760278,-73.76932,Q12,11361
40.70932,-73.959616,B44+,11211
