ZCTA20	ZCTA_AREA20	TOT_POP_2020	COUNT_NTM_STOPS	STOPS_PER_CAPITA	STOPS_PER_SQMILE
17765	91.172164917	1179	0	0	0
17768	30.398298264	367	0	0	0
17769	 	 	0	 	 
17771	219.522064209	3168	0	0	0
17772	23.183540344	2333	0	0	0
17774	28.113613129	1369	0	0	0
17776	85.749778748	232	0	0	0
17777	36.868457794	7163	0	0	0
17778	73.487297058	165	0	0	0
17779	1.358965278	318	0	0	0
17801	66.118087769	15583	0	0	0
17810	55.074768066	5884	0	0	0
17812	26.071502686	1562	0	0	0
17813	37.066864014	2094	0	0	0
17814	127.854240418	4604	0	0	0
17815	125.713806152	29705	0	0	0
17820	86.712333679	5405	0	0	0
17821	134.406570435	18773	0	0	0
17822	.115961924	0	0	 	0
17823	34.300182343	1252	0	0	0
17824	28.063779831	3758	0	0	0
17827	2.025263786	796	0	0	0
17829	.723834991	281	0	0	0
17830	30.764636993	1988	0	0	0
17832	.783100486	687	0	0	0
17834	5.631027222	3222	0	0	0
17835	.089464501	336	0	0	0
17836	3.487483263	221	0	0	0
17837	56.191631317	19665	0	0	0
17840	1.984240055	568	0	0	0
17841	73.316604614	4666	0	0	0
17842	79.372459412	8817	0	0	0
17844	106.613685608	10504	0	0	0
17845	62.216087341	1902	0	0	0
17846	46.841625214	4052	0	0	0
17847	46.294521332	11433	0	0	0
17850	.450415194	686	0	0	0
17851	14.985398293	7623	0	0	0
17853	43.489219666	3320	0	0	0
17855	1.938166022	906	0	0	0
17856	48.809001923	3094	0	0	0
17857	26.66311264	7281	0	0	0
17858	 	 	0	 	 
17859	37.782180786	2890	0	0	0
17860	28.107526779	2217	0	0	0
17861	.482367843	196	0	0	0
17862	.373446494	384	0	0	0
17864	21.030130386	2222	0	0	0
17865	.44185105	35	0	0	0
17866	24.38420105	10190	0	0	0
17867	2.937026262	150	0	0	0
17868	.34631896	1162	0	0	0
17870	45.810176849	15273	0	0	0
17872	43.014801025	9413	0	0	0
17876	1.828428864	1812	0	0	0
17878	21.999313355	1546	0	0	0
17880	.043427225	149	0	0	0
17881	2.763480663	1375	0	0	0
17884	.061849318	188	0	0	0
17885	12.861610413	235	0	0	0
17886	.785511732	1190	0	0	0
17887	.163522765	656	0	0	0
17888	7.523437023	414	0	0	0
17889	24.57919693	2609	0	0	0
17901	79.422576904	22878	0	0	0
17920	2.253151655	278	0	0	0
17921	35.011051178	7208	0	0	0
17922	30.902065277	5111	0	0	0
17923	2.765271425	327	0	0	0
17925	.966849983	294	0	0	0
17929	1.135978222	1350	0	0	0
17930	3.057975531	318	0	0	0
17931	5.295708656	8728	0	0	0
17933	.120192446	90	0	0	0
17934	.747014642	304	0	0	0
17935	5.650679588	1464	0	0	0
17936	.621526778	969	0	0	0
17938	41.03011322	2517	0	0	0
17941	25.579977036	774	0	0	0
17943	.133022234	111	0	0	0
17944	1.264523149	149	0	0	0
17945	1.047414064	135	0	0	0
17946	1.715530992	115	0	0	0
17948	19.182888031	4702	0	0	0
17949	.319744319	209	0	0	0
17951	.120870054	389	0	0	0
17952	1.721018314	223	0	0	0
17953	8.989092827	371	0	0	0
17954	.706456542	4393	0	0	0
17957	.322093755	326	0	0	0
17959	13.981436729	1395	0	0	0
17960	52.417446137	4183	0	0	0
17961	25.623439789	6102	0	0	0
17963	83.732055664	9073	0	0	0
17964	23.189878464	819	0	0	0
17965	1.117042184	1890	0	0	0
17967	34.519741058	2234	0	0	0
17968	5.578997135	210	0	0	0
17970	1.272988796	3167	0	0	0
17972	48.611377716	10936	0	0	0
17974	.075952858	291	0	0	0
17976	7.612368107	6787	0	0	0
17978	6.768539429	296	0	0	0
17979	.308955461	118	0	0	0
17980	34.80462265	2931	0	0	0
17981	38.162017822	2669	0	0	0
17982	.250957519	502	0	0	0
17983	2.729868174	1343	0	0	0
17985	36.549812317	1232	0	0	0
18011	17.117052078	5458	0	0	0
18012	 	 	0	 	 
18013	63.006000519	18880	26	1.3771185875	.4126591086
18014	32.748462677	11738	0	0	0
18015	23.190368652	32936	129	3.9166870117	5.5626540184
18017	16.758443832	39705	163	4.1052765846	9.7264404297
18018	5.172040462	31240	154	4.9295773506	29.7754821778
18020	13.018434525	21196	79	3.7271182537	6.0683178902
18030	.297625691	734	1	1.36239779	3.3599250317
18031	13.926166534	11354	22	1.9376431704	1.5797599554
18032	2.00957489	9422	33	3.5024411678	16.4213829041
18034	11.009644508	9396	9	.9578543901	.8174650669
18035	.211321816	14	0	0	0
18036	29.178564072	14399	0	0	0
18037	7.610078335	7577	26	3.431437254	3.4165220261
18038	13.459163666	3562	0	0	0
18040	17.278963089	16790	32	1.9058964252	1.851962924
18041	12.711295128	5429	0	0	0
18042	22.11337471	42387	175	4.1286244392	7.9137625694
18045	19.261602402	26070	145	5.5619487762	7.5279302597
18046	.018247575	142	0	0	0
18049	14.997278214	17601	38	2.1589682102	2.533793211
18051	7.992577076	3217	1	.3108486235	.1251160949
18052	12.75316906	27896	165	5.9148263931	12.9379606247
18053	18.273645401	2248	0	0	0
18054	16.942592621	4909	0	0	0
18055	19.983613968	12000	30	2.5	1.5012300015
18056	1.144255042	1510	0	0	0
18058	53.216049194	9615	0	0	0
18059	1.611406207	925	0	0	0
18062	20.985282898	26788	0	0	0
18063	.425228983	378	0	0	0
18064	38.509807587	25955	26	1.0017337799	.6751526594
18065	 	 	5	 	 
18066	44.101314545	6143	0	0	0
18067	25.514333725	17608	43	2.4420716763	1.6853271723
18069	14.142463684	8600	21	2.4418604374	1.4848897457
18070	3.160569668	606	0	0	0
18071	31.107000351	10362	15	1.4475970268	.482206583
18072	14.885215759	6429	20	3.1109037399	1.3436150551
18073	18.021291733	10920	0	0	0
18074	18.075309753	5709	0	0	0
18076	1.22080636	2931	0	0	0
18077	13.421555519	2279	0	0	0
18078	15.551792145	8050	28	3.4782607555	1.8004355431
18079	.248296887	493	0	0	0
18080	30.19455719	11498	26	2.2612628937	.8610823154
18081	.51195097	159	0	0	0
18083	.689675748	351	5	14.2450141907	7.2497835159
18085	.372518688	1170	5	4.2735042572	13.4221458435
18086	.143002585	725	0	0	0
18087	1.058707118	779	7	8.9858789444	6.6118378639
18088	19.051088333	8342	12	1.4385039806	.6298852563
18091	14.839452744	6155	17	2.7619822025	1.1455948353
18092	15.022806168	3617	0	0	0
18101	.307093292	4738	33	6.964963913	107.4591979981
18102	2.980683565	50702	181	3.5698788166	60.7243270875
18103	17.15802002	46884	190	4.0525550842	11.0735387802
18104	22.951702118	44217	237	5.3599295616	10.3260316849
18106	7.957309246	6890	70	10.1596517563	8.7969436646
18109	8.24762249	17425	104	5.9684362412	12.6096944809
18195	.011328237	0	0	 	0
18201	17.469602585	26978	0	0	0
18202	35.032562256	11527	0	0	0
18210	35.831977844	7504	0	0	0
18211	20.196779251	1077	0	0	0
18212	.745535076	86	0	0	0
18214	30.335727692	1720	0	0	0
18216	7.496135712	1106	0	0	0
18218	2.175397635	2164	9	4.1589651108	4.1371746063
18219	.808461249	1340	0	0	0
18220	1.266951799	221	0	0	0
18221	2.135158539	611	0	0	0
18222	36.840484619	9926	0	0	0
18223	1.210298657	152	0	0	0
18224	14.271911621	6113	0	0	0
18225	.042989772	0	0	 	0
18229	55.29442215	9038	16	1.7703031302	.289360106
18230	2.063511372	91	0	0	0
18231	.114512883	429	0	0	0
18232	2.072358608	3761	13	3.4565274715	6.2730455399
18234	.25316757	404	0	0	0
18235	86.911773682	18904	17	.8992805481	.1956006587
18237	17.648244858	3725	0	0	0
18239	.029909404	210	0	0	0
18240	24.265159607	3806	14	3.6784024239	.5769588947
18241	1.054921865	587	0	0	0
18242	.221056998	372	0	0	0
18244	1.0467453	287	0	0	0
18245	2.389223814	242	0	0	0
18246	2.180874825	334	0	0	0
18248	4.435956001	634	0	0	0
18249	33.034965515	3676	0	0	0
18250	10.475989342	2981	9	3.01912117	.8591073751
18252	68.014465332	10720	0	0	0
18254	1.765503049	1175	0	0	0
18255	72.263427734	4411	0	0	0
18256	.389590979	368	0	0	0
18301	38.098323822	29694	43	1.4481040239	1.1286585331
18302	62.372356415	17499	5	.2857306004	.0801637173
18321	3.028164148	1642	7	4.2630939484	2.3116316795
18322	6.926081657	3020	0	0	0
18323	1.979287028	95	0	0	0
18324	31.846998215	9249	0	0	0
18325	42.991798401	2684	0	0	0
18326	33.439632416	3041	0	0	0
18327	.559749305	577	0	0	0
18328	112.157989502	7466	0	0	0
18330	14.465835571	8635	0	0	0
18331	2.626745224	628	0	0	0
18332	14.415897369	3309	0	0	0
18333	1.310806394	729	0	0	0
18334	23.952358246	4471	1	.2236636132	.0417495407
18335	1.468131423	788	0	0	0
18336	11.511187553	3800	0	0	0
18337	71.751594544	14192	0	0	0
18340	4.317546368	211	0	0	0
18342	8.312456131	473	0	0	0
18343	20.360515594	4010	0	0	0
18344	7.833970547	3780	31	8.2010583878	3.9571249485
18346	17.964262009	2322	6	2.5839793682	.3339964747
18347	49.977359772	2932	0	0	0
18349	.862099349	228	0	0	0
18350	5.837882519	927	0	0	0
18351	.332402289	549	0	0	0
18353	44.38054657	12806	0	0	0
18354	3.64449358	1201	0	0	0
18355	10.503162384	1163	5	4.299226284	.4760470986
18356	.905214965	58	0	0	0
18357	5.058115959	107	0	0	0
18360	86.487693787	27759	46	1.6571202278	.5318675637
18370	2.197693586	1600	6	3.75	2.730134964
18371	7.76117754	670	0	0	0
18372	7.697370052	2926	13	4.4429254532	1.6888885498
18403	19.236818314	6768	0	0	0
18405	34.294101715	2712	0	0	0
18407	41.508647919	13629	0	0	0
18411	55.371234894	21312	0	0	0
18413	.52235955	189	0	0	0
18414	40.724590302	5461	0	0	0
18415	34.336009979	1491	0	0	0
18417	55.142536163	1014	0	0	0
18419	38.299228668	4632	0	0	0
18420	1.620268822	41	0	0	0
18421	37.292076111	4289	0	0	0
18424	81.236808777	5148	0	0	0
18425	23.344614029	1059	0	0	0
18426	52.122047424	4091	0	0	0
18428	151.06980896	11668	0	0	0
18430	2.133817434	0	0	 	0
18431	134.751220703	12133	0	0	0
18433	28.759552002	6128	0	0	0
18434	6.103332043	3772	0	0	0
18435	12.510227203	878	0	0	0
18436	98.84462738	12960	0	0	0
18437	10.872805595	214	0	0	0
18438	8.240297318	1148	0	0	0
18439	28.358324051	526	0	0	0
18440	 	 	0	 	 
18441	2.829097271	385	0	0	0
18443	13.172208786	269	0	0	0
18444	105.131813049	13938	0	0	0
18445	32.789340973	2493	0	0	0
18446	55.727363586	3048	0	0	0
18447	19.909175873	10503	0	0	0
18451	4.308773994	739	0	0	0
18452	1.879779339	4909	0	0	0
18453	50.759471893	1073	0	0	0
18454	4.141535282	65	0	0	0
18455	4.920234203	134	0	0	0
18456	4.59355402	474	0	0	0
18457	.645426512	140	0	0	0
18458	55.07088089	2968	0	0	0
18460	1.524375677	89	0	0	0
18461	19.413232803	269	0	0	0
18462	33.451942444	414	0	0	0
18463	2.519008875	286	0	0	0
18464	11.584360123	1291	0	0	0
18465	49.549091339	1208	0	0	0
18466	35.026054382	17531	33	1.8823797703	.9421557784
18469	11.068266869	279	0	0	0
18470	64.94304657	1976	0	0	0
18471	2.013064861	722	0	0	0
18472	62.053554535	7203	0	0	0
18473	.777717471	501	0	0	0
18503	.473889828	1197	2	1.6708437204	4.2203903198
18504	10.239354134	20632	0	0	0
18505	8.821058273	21671	0	0	0
18507	9.640018463	5159	0	0	0
18508	6.769770145	12368	0	0	0
18509	2.957448244	13786	0	0	0
18510	1.802435279	13534	0	0	0
18512	11.285412788	11550	0	0	0
18517	4.155781269	4807	0	0	0
18518	4.046020985	7909	10	1.2643823624	2.4715640545
18519	2.422302723	4997	0	0	0
18602	1.89597702	342	0	0	0
18603	53.396198273	19441	0	0	0
18610	33.122398376	5247	0	0	0
18612	54.50365448	18761	8	.4264165163	.1467791498
18614	153.541946411	1937	0	0	0
18615	17.691368103	1966	0	0	0
18616	67.043693543	734	0	0	0
18617	5.81328249	1813	6	3.3094317913	1.0321191549
18618	21.167793274	3684	0	0	0
18619	25.102483749	239	0	0	0
18621	44.954452515	6261	0	0	0
18622	3.388929129	193	0	0	0
18623	57.680561066	2559	0	0	0
18624	18.406515121	389	0	0	0
18625	.237079859	437	0	0	0
18626	43.693977356	519	0	0	0
18627	 	 	0	 	 
18628	23.962228775	199	0	0	0
18629	79.633010864	1838	0	0	0
18630	64.259437561	3086	0	0	0
18631	1.422390342	973	0	0	0
18632	7.165387154	655	0	0	0
18634	14.30835247	13212	48	3.6330609322	3.354683876
18635	37.768863678	3790	0	0	0
18636	37.701118469	1343	0	0	0
18640	27.919494629	16917	45	2.6600461006	1.6117770672
18641	4.546512604	7010	10	1.4265335798	2.1994879246
18642	5.360732555	3862	12	3.1071982384	2.2385001183
18643	18.273359299	13049	29	2.2223925591	1.5870097876
18644	15.754735947	7715	16	2.073882103	1.0155676603
18651	12.049610138	8987	31	3.4494268894	2.572697401
18655	71.388626099	5441	0	0	0
18656	59.643066406	2472	0	0	0
18657	118.157394409	11575	0	0	0
18660	46.215969086	3645	0	0	0
18661	121.23903656	5055	0	0	0
18701	.501502693	3459	30	8.6730270386	59.8202171326
18702	78.080863953	40105	191	4.7624983788	2.4461820126
18704	10.115750313	30181	131	4.3404788971	12.9501018524
18705	4.9551754	14425	75	5.1993069649	15.1356906891
18706	26.262807846	15861	87	5.4851522446	3.3126695156
18707	51.045646668	15891	0	0	0
18708	15.997209549	8056	11	1.3654419184	.6876199245
18709	.760070682	2892	11	3.8035960197	14.4723386765
18801	179.642852783	8254	0	0	0
18810	47.449478149	5707	0	0	0
18812	29.007974625	1640	0	0	0
18814	.775808573	205	0	0	0
18816	1.204283118	101	0	0	0
18817	.751585662	305	0	0	0
18818	41.730117798	1178	0	0	0
18820	 	 	0	 	 
18821	3.782028913	1203	0	0	0
18822	43.401359558	3096	0	0	0
18823	1.222953439	194	0	0	0
18824	27.373910904	1487	0	0	0
18825	3.708738327	69	0	0	0
18826	45.900543213	1289	0	0	0
18828	7.235807419	337	0	0	0
18829	24.472723007	656	0	0	0
18830	23.460010529	566	0	0	0
18831	31.933097839	1023	0	0	0
18832	59.17514801	1944	0	0	0
18833	95.949188232	1902	0	0	0
18834	65.42666626	3508	0	0	0
18837	86.951675415	2899	0	0	0
18840	41.195648193	10756	0	0	0
18842	4.284629345	209	0	0	0
18843	1.397697091	185	0	0	0
18844	29.867952347	1944	0	0	0
18845	10.890070915	345	0	0	0
18846	22.95794487	951	0	0	0
18847	129.649246216	6011	0	0	0
18848	110.910743713	8703	0	0	0
18850	62.334182739	1965	0	0	0
18851	27.12090683	624	0	0	0
18853	106.588340759	4332	0	0	0
18854	23.208684921	1715	0	0	0
18901	20.970954895	27875	40	1.4349775314	1.907400012
18902	27.075786591	21625	3	.1387283206	.1108001024
18912	1.215734482	10	0	0	0
18913	1.445442915	42	0	0	0
18914	17.602161407	21888	1	.0456871353	.056811206
18915	1.199827075	744	2	2.688172102	1.6669068336
18917	.749454021	2110	0	0	0
18920	3.863785028	205	0	0	0
18921	 	 	0	 	 
18923	1.804341078	1235	0	0	0
18925	9.899123192	6825	0	0	0
18927	 	 	0	 	 
18929	7.33455801	10136	0	0	0
18930	18.592910767	2454	0	0	0
18932	1.301772356	311	0	0	0
18933	 	 	0	 	 
18935	.210586682	20	0	0	0
18936	1.205639124	0	6	 	4.9766135216
18938	40.894058228	13560	0	0	0
18940	34.575832367	29164	43	1.4744205475	1.2436432838
18942	20.268503189	2805	0	0	0
18944	45.441947937	26301	0	0	0
18946	 	 	0	 	 
18947	25.175739288	6356	0	0	0
18950	.529383898	204	0	0	0
18951	71.686920166	35331	0	0	0
18954	6.430538177	11456	0	0	0
18955	2.766225338	1414	0	0	0
18960	19.050233841	11484	0	0	0
18962	.14660646	361	0	0	0
18964	9.452121735	14307	25	1.7473963499	2.644908905
18966	16.304258347	35147	15	.4267789423	.9200050235
18969	16.389848709	14930	13	.8707301021	.7931739092
18970	.411213845	665	0	0	0
18972	23.123630524	3220	0	0	0
18974	19.703048706	40405	40	.9899764657	2.0301427841
18976	10.666033745	20313	28	1.3784276247	2.6251556873
18977	4.390687943	4395	0	0	0
18980	.827907681	438	0	0	0
19001	3.199696541	16871	59	3.4971251488	18.4392490387
19002	20.214611053	31166	28	.8984149098	1.3851367235
19003	2.015048742	13641	52	3.8120372295	25.8058280945
19004	2.687560558	9246	43	4.6506595612	15.9996395111
19006	13.279811859	21897	64	2.9227747917	4.8193454742
19007	7.474500656	21443	94	4.3837151527	12.5760908127
19008	6.537421703	20240	82	4.0513834953	12.543170929
19009	1.307525277	885	6	6.7796611786	4.5888214111
19010	8.453130722	21783	33	1.5149428844	3.9038791657
19012	1.748582602	6749	49	7.2603349686	28.0226974488
19013	5.646052361	35113	314	8.9425573349	55.6140785218
19014	9.255259514	21012	53	2.5223681927	5.7264738083
19015	2.896356106	16647	47	2.8233315945	16.2272872925
19017	.497664452	206	0	0	0
19018	2.725811243	23009	74	3.2161328793	27.1478805542
19020	17.268537521	54850	177	3.2269825935	10.2498550415
19021	3.102705479	9714	26	2.6765491962	8.3797836304
19022	1.306560874	3986	41	10.2860012055	31.3800926209
19023	1.966279268	22087	79	3.5767645836	40.1774063111
19025	3.22568655	6545	6	.9167303443	1.8600691557
19026	3.638302803	30357	111	3.6564877033	30.5087299347
19027	3.933044195	19216	109	5.6723566055	27.7139015198
19029	2.172487974	4027	29	7.2013907433	13.3487501144
19030	5.052613735	11989	32	2.6691133976	6.3333559036
19031	3.06466198	4390	18	4.1002278328	5.8734045029
19032	1.245273709	6629	31	4.6764216423	24.8941249848
19033	1.187616229	8360	30	3.5885167122	25.2606849671
19034	7.121593475	6107	42	6.8773536682	5.8975563049
19035	4.710596085	3936	5	1.2703251839	1.0614367723
19036	1.558924556	12984	58	4.4670362473	37.2051353455
19038	8.199616432	31615	100	3.1630554199	12.1956920624
19040	5.947195053	22092	33	1.4937534332	5.5488343239
19041	3.280213594	6277	15	2.3896765709	4.5728731155
19043	.399802983	2828	11	3.8896746635	27.5135517121
19044	9.003175735	16216	58	3.5767142773	6.4421710968
19046	6.682303429	17961	73	4.0643615723	10.9243764877
19047	17.248945236	33199	104	3.1326243877	6.0293540955
19050	3.660563231	27485	136	4.9481534958	37.1527519226
19052	 	 	1	 	 
19053	10.535433769	26498	120	4.5286436081	11.3901338577
19054	4.131511688	17040	19	1.1150234938	4.598801136
19055	2.818400621	13672	18	1.3165594339	6.3866009712
19056	3.85152936	16153	32	1.9810560942	8.3083877564
19057	4.437677383	17240	37	2.1461718082	8.3376951218
19060	7.732373238	11227	2	.1781419814	.2586528063
19061	7.000040054	20525	93	4.531059742	13.2856378555
19063	25.099290848	35439	152	4.2890601158	6.0559477806
19064	7.147247791	25356	82	3.2339484692	11.4729480743
19066	1.33285749	5319	24	4.5121264458	18.0064258576
19067	31.514249802	52519	33	.6283439994	1.0471453667
19070	1.05997479	6625	11	1.6603773832	10.3776054382
19072	3.177556992	10008	57	5.6954436302	17.9383087158
19073	20.527956009	20421	98	4.7989816666	4.7739772797
19074	.777825952	5957	10	1.6786973476	12.8563461304
19075	1.86865294	7600	8	1.0526316166	4.2811589241
19076	.748004198	6559	9	1.3721604347	12.0320177078
19078	2.03220129	11379	27	2.3727920055	13.2860851288
19079	1.617425561	9068	43	4.7419495583	26.5854587555
19081	2.162092924	10075	28	2.7791564465	12.9504146576
19082	2.575441122	42670	160	3.7497069836	62.125278473
19083	5.592982769	36110	133	3.6831903458	23.7797985077
19085	6.229289055	8981	12	1.3361541033	1.9263836145
19086	4.003206253	12142	47	3.8708615303	11.7405891419
19087	15.619580269	32592	66	2.0250368118	4.2254657745
19090	4.603704929	18202	94	5.16426754	20.4183368683
19094	.821047425	4280	6	1.4018691778	7.307738781
19095	2.069747448	7515	32	4.2581505775	15.4608230591
19096	3.489921808	14262	60	4.2069835663	17.1923618317
19102	.186657608	5335	43	8.0599813461	230.3683166504
19103	.645491004	25113	120	4.7784018517	185.9049987793
19104	3.060708761	52480	344	6.5548782349	112.3922653199
19106	.850058317	13536	115	8.4958629608	135.2848358155
19107	.544015646	14689	118	8.0332221985	216.905532837
19108	 	 	1	 	 
19109	.003397699	0	1	 	294.3168334961
19111	4.845589161	67159	259	3.8565196991	53.4506721497
19112	1.77283287	0	15	 	8.4610347748
19113	.672379553	82	5	60.9756088257	7.436275959
19114	5.627486706	31448	187	5.9463238716	33.2297554016
19115	5.161995411	35504	168	4.7318611145	32.5455551148
19116	5.221199036	33976	164	4.8269367218	31.4104099274
19118	3.20505023	10826	78	7.2048773766	24.3365917206
19119	3.403058052	29055	132	4.5431079865	38.7886428833
19120	3.234142542	74270	246	3.3122391701	76.0634384156
19121	2.367191076	31664	173	5.4636178017	73.082397461
19122	1.293215156	21067	128	6.0758533478	98.9781188965
19123	1.261223912	17793	147	8.2616758347	116.5534515381
19124	5.144595146	71858	349	4.856801033	67.8381881714
19125	1.352154136	25705	151	5.8743433952	111.6736602784
19126	1.189737558	16609	109	6.5627069473	91.6168441773
19127	.570748925	5610	42	7.4866309166	73.5875244141
19128	6.984814167	37677	191	5.0694055557	27.3450374603
19129	2.05133462	11408	93	8.152173996	45.3363380432
19130	1.237478614	28010	190	6.7832918167	153.5380096436
19131	5.271412849	44649	261	5.8455958366	49.5123443604
19132	2.154144526	29850	238	7.9731993675	110.4846954346
19133	1.283134103	26705	137	5.1301255226	106.769821167
19134	3.44604516	61615	193	3.1323540211	56.0062294007
19135	2.265495062	36102	105	2.9084260464	46.3474845886
19136	4.798160076	34962	182	5.2056517601	37.9312057495
19137	2.421900272	8652	64	7.3971338272	26.4255313873
19138	1.764165998	33711	138	4.0936193466	78.2239303589
19139	1.768561006	45198	233	5.1550955772	131.7455291749
19140	3.152295113	52608	333	6.3298358917	105.6373138428
19141	1.745387197	34115	196	5.7452731133	112.2959976197
19142	1.74599719	29864	167	5.5920171738	95.6473464966
19143	3.115602732	62927	240	3.8139431477	77.0316467286
19144	3.588355541	44968	254	5.6484613419	70.7845153809
19145	4.795719147	44508	238	5.3473534584	49.6275939942
19146	1.723941445	40635	217	5.3402237892	125.8743438721
19147	1.337780237	38809	198	5.1019091606	148.0063781739
19148	4.233164787	51754	259	5.0044441223	61.1835365296
19149	2.387221336	58811	194	3.2987027168	81.266029358
19150	1.478797078	22916	94	4.101937294	63.5651779175
19151	2.398590565	32306	175	5.4169502258	72.9595108033
19152	2.881880045	37436	149	3.9801261425	51.7023582459
19153	10.112801552	12909	158	12.239522934	15.6237611771
19154	6.397940636	34946	213	6.0951180458	33.2919616699
19301	3.591413498	6689	28	4.1859769821	7.7963733673
19310	13.377004623	3207	0	0	0
19311	12.548145294	9541	0	0	0
19312	9.566104889	11338	31	2.7341682911	3.2406084538
19316	.796455801	229	0	0	0
19317	21.835891724	10043	3	.2987155318	.1373884827
19319	.64828676	426	4	9.3896713257	6.170109272
19320	81.584571838	55219	36	.6519495249	.4412598908
19330	33.442855835	5726	0	0	0
19333	3.695268631	6893	14	2.0310459137	3.7886285782
19335	43.298503876	48272	50	1.0357971191	1.1547743082
19341	13.687279701	19133	76	3.9721946716	5.5526008606
19342	19.770824432	20069	46	2.2920923233	2.3266606331
19343	27.57783699	7553	0	0	0
19344	33.123119354	12145	0	0	0
19345	.358710527	668	2	2.994011879	5.5755262375
19348	36.826606751	23636	0	0	0
19350	27.984401703	11606	0	0	0
19352	17.559597015	11432	0	0	0
19355	38.294036865	26920	96	3.5661218166	2.5069177151
19358	.139854312	633	0	0	0
19362	29.451135635	5844	0	0	0
19363	50.577514648	17170	0	0	0
19365	16.487852097	7496	0	0	0
19367	.162690714	82	0	0	0
19369	 	 	0	 	 
19372	.935023189	2042	11	5.3868756294	11.7644138336
19373	3.215564489	4389	2	.4556846619	.6219747663
19374	1.554416418	1013	0	0	0
19375	.462709844	131	0	0	0
19380	30.466907501	50501	94	1.861349225	3.0853147507
19382	46.129688263	54748	52	.9498063922	1.1272567511
19383	.417238593	3222	2	.6207324862	4.7934203148
19390	29.30506897	13821	0	0	0
19401	6.150966167	41287	180	4.3597259522	29.2636947632
19403	22.367954254	46794	105	2.2438774109	4.6942157745
19405	1.029544473	4648	25	5.378657341	24.2825832367
19406	13.443798065	26631	152	5.7076339722	11.3063287735
19422	12.265400887	19018	56	2.944578886	4.5656886101
19425	26.799434662	16445	0	0	0
19426	34.033035278	40870	50	1.2233912945	1.4691607952
19428	7.305547237	18215	86	4.7213835716	11.7718763352
19435	1.19048965	38	0	0	0
19436	.211957723	722	0	0	0
19437	1.155381322	1091	1	.9165902734	.8655151129
19438	22.208047867	24812	2	.0806061551	.0900574401
19440	11.337692261	19218	21	1.0927255154	1.8522287607
19442	.065558985	0	0	 	0
19444	4.829732895	10855	46	4.2376785278	9.5243358612
19446	22.559301376	58570	72	1.229298234	3.1915881634
19453	.716073155	1691	4	2.3654642105	5.5860214233
19454	12.346683502	27562	31	1.1247369051	2.5107955933
19456	.188441411	869	0	0	0
19457	.258307755	107	0	0	0
19460	34.52904129	41615	68	1.6340261698	1.9693567753
19462	8.300883293	15203	66	4.3412485123	7.950961113
19464	25.638477325	47040	49	1.0416666269	1.9111899138
19465	35.539703369	17750	0	0	0
19468	16.921169281	25284	37	1.4633760452	2.1866102219
19472	.648857057	10	0	0	0
19473	24.315378189	17910	1	.0558347292	.0411262363
19474	.147122681	344	2	5.8139533997	13.5940971375
19475	16.450574875	11457	18	1.5710918903	1.0941866636
19477	.071252838	129	0	0	0
19490	 	 	0	 	 
19492	1.662947774	456	0	0	0
19501	.977287114	1145	0	0	0
19503	1.610991955	1410	0	0	0
19504	23.184019089	4599	0	0	0
19505	7.889173985	3546	0	0	0
19506	63.3346138	7034	0	0	0
19507	40.607261658	3358	0	0	0
19508	40.67011261	15523	0	0	0
19510	5.149309635	8949	0	0	0
19511	.305500627	161	0	0	0
19512	43.27325058	16736	0	0	0
19516	 	 	0	 	 
19518	35.803878784	15619	0	0	0
19520	37.536720276	5889	0	0	0
19522	46.57806778	13531	0	0	0
19523	1.010057926	95	0	0	0
19525	17.096250534	17148	0	0	0
19526	57.481422424	11415	0	0	0
19529	53.504867554	4028	0	0	0
19530	54.605133057	15939	0	0	0
19533	17.260080338	8378	0	0	0
19534	25.048810959	1597	0	0	0
19535	.757977605	12	0	0	0
19536	.371503621	552	0	0	0
19538	.467307538	37	0	0	0
19539	21.63142395	4740	0	0	0
19540	35.207111359	11342	0	0	0
19541	21.684648514	4598	0	0	0
19543	21.422931671	5816	0	0	0
19544	.174668372	159	0	0	0
19545	.021840641	1015	0	0	0
19547	28.53710556	4684	0	0	0
19549	.761566043	373	0	0	0
19550	1.552384377	602	0	0	0
19551	25.333026886	4524	0	0	0
19554	.447639495	436	0	0	0
19555	14.929955482	3344	0	0	0
19559	.578510761	322	0	0	0
19560	9.334369659	8170	0	0	0
19562	1.14141953	2602	0	0	0
19564	.327626228	66	0	0	0
19565	18.009658813	8789	0	0	0
19567	22.683700562	5628	0	0	0
19601	3.761877775	33382	0	0	0
19602	2.040839195	16410	0	0	0
19604	2.494426489	29069	0	0	0
19605	17.587120056	18863	0	0	0
19606	26.65146637	35750	0	0	0
19607	11.219015121	22985	0	0	0
19608	26.301389694	23304	0	0	0
19609	2.296246767	10066	0	0	0
19610	7.087319374	15871	0	0	0
19611	2.034113884	10707	0	0	0
19701	26.571933746	42240	46	1.0890151262	1.7311499119
19702	28.089668274	54980	119	2.1644234657	4.2364330292
19703	3.970609665	15379	44	2.8610441685	11.0814218521
19706	2.530995369	1858	3	1.6146394014	1.1853044033
19707	13.182168961	16383	19	1.1597387791	1.4413409233
19709	77.647926331	45005	40	.8887901306	.5151457787
19710	.48289448	0	0	 	0
19711	27.406641006	53194	69	1.2971388102	2.5176379681
