ZCTA20	ZCTA_AREA20	TOT_POP_2020	COUNT_NTM_STOPS	STOPS_PER_CAPITA	STOPS_PER_SQMILE
67047	146.085586548	668	0	0	0
67049	37.44311142	129	0	0	0
67050	46.840106964	2286	0	0	0
67051	77.065307617	335	0	0	0
67052	51.806472778	8548	0	0	0
67053	.378541499	687	0	0	0
67054	221.320526123	1220	0	0	0
67055	.12716274	67	0	0	0
67056	84.7917099	3145	0	0	0
67057	144.438644409	260	0	0	0
67058	205.227508545	1908	0	0	0
67059	261.037475586	925	0	0	0
67060	28.041139603	14580	0	0	0
67061	112.171356201	107	0	0	0
67062	31.439237595	4290	0	0	0
67063	133.779769898	3643	0	0	0
67065	74.881828308	308	0	0	0
67066	48.297676086	314	0	0	0
67067	4.667691231	2013	0	0	0
67068	282.365722657	4026	0	0	0
67070	103.683532715	1024	0	0	0
67071	149.578063965	281	0	0	0
67072	116.471229553	356	0	0	0
67073	30.539447784	357	0	0	0
67074	171.227127075	1148	0	0	0
67101	15.184646606	5228	0	0	0
67102	 	 	0	 	 
67103	54.874473572	211	0	0	0
67104	329.063049317	2040	0	0	0
67105	60.289627075	182	0	0	0
67106	49.318782806	495	0	0	0
67107	115.871543884	2926	0	0	0
67108	70.988700867	1571	0	0	0
67109	188.631546021	361	0	0	0
67110	54.264774323	8870	0	0	0
67111	62.397983551	195	0	0	0
67112	72.614128113	196	0	0	0
67114	236.941085816	21054	0	0	0
67117	1.342860937	1990	0	0	0
67118	87.580383301	659	0	0	0
67119	76.303619385	1331	0	0	0
67120	38.847808838	751	0	0	0
67122	129.056716919	125	0	0	0
67123	52.566875458	899	0	0	0
67124	277.277008057	7801	0	0	0
67127	177.130950928	555	0	0	0
67131	43.592712402	240	0	0	0
67132	85.980751038	405	0	0	0
67133	41.854042053	6316	0	0	0
67134	72.084609985	482	0	0	0
67135	103.552627564	3598	0	0	0
67137	79.752784729	386	0	0	0
67138	101.480148315	410	0	0	0
67140	135.240371704	1059	0	0	0
67142	115.171302795	404	0	0	0
67143	123.721549988	35	0	0	0
67144	47.069229126	2831	0	0	0
67146	77.445457459	2098	0	0	0
67147	103.594474793	10697	0	0	0
67149	55.704486847	1256	0	0	0
67150	18.213640213	26	0	0	0
67151	32.109809876	446	0	0	0
67152	233.86227417	8918	0	0	0
67154	72.882354736	2038	0	0	0
67155	264.993591309	139	0	0	0
67156	249.61126709	14634	0	0	0
67159	80.742988586	91	0	0	0
67202	.965632617	1940	0	0	0
67203	7.162395	30064	0	0	0
67204	16.080841064	21958	0	0	0
67205	16.872749329	20232	0	0	0
67206	10.490429878	17393	0	0	0
67207	10.418704987	27774	0	0	0
67208	4.981160164	17624	0	0	0
67209	12.292114258	13398	0	0	0
67210	12.390960693	10001	0	0	0
67211	5.06893158	19017	0	0	0
67212	12.522115707	44396	0	0	0
67213	6.568778038	22287	0	0	0
67214	5.345581532	15826	0	0	0
67215	17.182149887	5852	0	0	0
67216	12.247162819	22221	0	0	0
67217	14.42752552	31134	0	0	0
67218	4.980935574	22775	0	0	0
67219	14.471226692	12240	0	0	0
67220	7.189665794	13004	0	0	0
67221	 	 	0	 	 
67223	3.636793613	620	0	0	0
67226	24.669958115	20926	0	0	0
67227	4.805256844	211	0	0	0
67228	12.436690331	2429	0	0	0
67230	9.759931564	11121	0	0	0
67232	3.077594757	489	0	0	0
67235	10.797369003	14352	0	0	0
67260	.198258832	0	0	 	0
67301	214.975357056	12647	0	0	0
67330	61.213451386	1331	0	0	0
67332	25.679258347	150	0	0	0
67333	53.949596405	2536	0	0	0
67334	.424367577	55	0	0	0
67335	126.632926941	3409	0	0	0
67336	91.279548645	1547	0	0	0
67337	147.29335022	11569	0	0	0
67340	.805375874	512	0	0	0
67341	20.853860855	379	0	0	0
67342	68.075569153	768	0	0	0
67344	167.002655029	758	0	0	0
67345	42.411746979	124	0	0	0
67346	119.690071106	340	0	0	0
67347	62.081855774	461	0	0	0
67349	234.664932251	876	0	0	0
67351	43.358413696	277	0	0	0
67352	108.270622253	603	0	0	0
67353	84.660499573	497	0	0	0
67354	56.845821381	732	0	0	0
67355	23.256961823	181	0	0	0
67356	121.24320221	2897	0	0	0
67357	196.837936401	11700	0	0	0
67360	45.870857239	403	0	0	0
67361	240.302932739	1563	0	0	0
67363	1.106740236	162	0	0	0
67364	.450409025	310	0	0	0
67401	252.002319336	50754	0	0	0
67410	313.857666016	10358	0	0	0
67416	69.271209717	903	0	0	0
67417	68.302780151	158	0	0	0
67418	116.684570313	218	0	0	0
67420	420.531921387	4190	0	0	0
67422	58.199264526	1425	0	0	0
67423	65.790649414	213	0	0	0
67425	217.09866333	724	0	0	0
67427	60.006694794	429	0	0	0
67428	114.810432434	1422	0	0	0
67430	98.549835205	620	0	0	0
67431	122.996520996	1889	0	0	0
67432	360.983062744	5379	0	0	0
67436	114.214775086	637	0	0	0
67437	122.675979614	871	0	0	0
67438	63.136241913	251	0	0	0
67439	226.602310181	3314	0	0	0
67441	39.33738327	1115	0	0	0
67442	45.101528168	201	0	0	0
67443	88.691375732	1599	0	0	0
67444	164.397567749	549	0	0	0
67445	112.936027527	629	0	0	0
67446	139.025344849	664	0	0	0
67447	77.653907776	338	0	0	0
67448	210.52645874	1192	0	0	0
67449	161.629272461	2846	0	0	0
67450	50.038528442	582	0	0	0
67451	141.301879883	1093	0	0	0
67452	124.958816528	295	0	0	0
67454	38.456985474	618	0	0	0
67455	289.158050537	1826	0	0	0
67456	142.945053101	4123	0	0	0
67457	98.690841675	772	0	0	0
67458	71.62953949	356	0	0	0
67459	74.895675659	402	0	0	0
67460	227.182540894	15454	0	0	0
67464	113.309417725	851	0	0	0
67466	149.186035156	716	0	0	0
67467	278.229400635	2499	0	0	0
67468	40.915176392	342	0	0	0
67470	54.744525909	420	0	0	0
67473	247.542129517	1791	0	0	0
67474	97.433792114	239	0	0	0
67475	28.078380585	123	0	0	0
67476	 	 	0	 	 
67478	1.789789677	76	0	0	0
67480	165.838745117	1617	0	0	0
67481	181.026077271	663	0	0	0
67482	.098166086	129	0	0	0
67483	88.567398071	655	0	0	0
67484	137.214477539	1005	0	0	0
67485	114.767494202	358	0	0	0
67487	97.806571961	1328	0	0	0
67490	150.766342163	852	0	0	0
67491	71.4036026	380	0	0	0
67492	29.696401596	124	0	0	0
67501	187.988113403	25295	0	0	0
67502	73.326278687	24051	0	0	0
67505	2.754989147	2651	0	0	0
67510	55.159442902	191	0	0	0
67511	66.935913086	216	0	0	0
67512	32.084300995	228	0	0	0
67513	54.067325592	69	0	0	0
67514	80.31602478	963	0	0	0
67515	21.873867035	45	0	0	0
67516	162.559570313	422	0	0	0
67518	160.141082764	31	0	0	0
67519	85.887382507	117	0	0	0
67520	110.841400147	296	0	0	0
67521	165.543518067	160	0	0	0
67522	57.191215515	1942	0	0	0
67523	147.585128784	557	0	0	0
67524	61.672100067	585	0	0	0
67525	124.45929718	970	0	0	0
67526	216.182891846	2751	0	0	0
67529	107.224998474	284	0	0	0
67530	238.135986328	18493	0	0	0
67543	85.287857056	2126	0	0	0
67544	213.755950928	3056	0	0	0
67545	46.714981079	170	0	0	0
67546	138.681045532	2398	0	0	0
67547	294.848754883	1769	0	0	0
67548	119.797828674	1472	0	0	0
67550	304.204986573	5443	0	0	0
67552	181.537734985	665	0	0	0
67553	.112313256	134	0	0	0
67554	176.08152771	3841	0	0	0
67556	194.524078369	173	0	0	0
67557	146.178833008	627	0	0	0
67559	76.710983276	28	0	0	0
67560	332.603942871	1686	0	0	0
67561	68.332473755	1327	0	0	0
67563	105.215812683	353	0	0	0
67564	81.508384705	217	0	0	0
67565	101.776298523	450	0	0	0
67566	56.938148499	646	0	0	0
67567	94.494735718	654	0	0	0
67568	58.168922424	261	0	0	0
67570	137.053466797	1330	0	0	0
67572	211.648712158	392	0	0	0
67573	74.737327576	173	0	0	0
67574	115.183082581	118	0	0	0
67575	178.025741577	415	0	0	0
67576	318.132995606	2067	0	0	0
67578	208.192138672	1106	0	0	0
67579	204.405685425	3252	0	0	0
67581	113.873062134	292	0	0	0
67583	229.325378418	893	0	0	0
67584	253.993713379	140	0	0	0
67601	359.812988282	24020	0	0	0
67621	63.910652161	316	0	0	0
67622	131.947555542	592	0	0	0
67623	170.935409546	161	0	0	0
67625	109.821601868	148	0	0	0
67626	95.182128906	183	0	0	0
67627	 	 	0	 	 
67628	43.865989685	106	0	0	0
67629	96.156059265	133	0	0	0
67631	166.048126221	119	0	0	0
67632	63.182094574	219	0	0	0
67634	107.564582825	211	0	0	0
67635	107.993537903	156	0	0	0
67637	345.038146973	2873	0	0	0
67638	72.582466126	235	0	0	0
67639	65.713424683	182	0	0	0
67640	115.29271698	690	0	0	0
67642	250.059020996	1940	0	0	0
67643	176.882995606	204	0	0	0
67644	91.114814758	281	0	0	0
67645	290.976745606	612	0	0	0
67646	189.610549927	1012	0	0	0
67647	78.52519989	198	0	0	0
67648	181.219177246	595	0	0	0
67649	84.265769959	256	0	0	0
67650	149.356903076	206	0	0	0
67651	215.023498535	551	0	0	0
67653	175.680023193	319	0	0	0
67654	349.1277771	4118	0	0	0
67656	129.193893433	128	0	0	0
67657	116.317657471	217	0	0	0
67658	92.214004517	73	0	0	0
67659	110.072769165	72	0	0	0
67660	15.771800995	38	0	0	0
67661	371.952575684	2980	0	0	0
67663	334.256286621	2521	0	0	0
67664	94.492858887	258	0	0	0
67665	325.332550049	5023	0	0	0
67667	.12434034	153	0	0	0
67669	319.858062744	1930	0	0	0
67671	126.905700684	1562	0	0	0
67672	313.464477539	2406	0	0	0
67673	101.417961121	74	0	0	0
67674	11.290268898	48	0	0	0
67675	98.579406738	189	0	0	0
67701	450.05670166	6224	0	0	0
67730	382.659393311	1712	0	0	0
67731	325.981628418	770	0	0	0
67732	338.477844239	622	0	0	0
67733	194.976104736	365	0	0	0
67734	93.530151367	295	0	0	0
67735	644.887573243	5039	0	0	0
67736	224.878494263	194	0	0	0
67737	175.743820191	471	0	0	0
67738	261.596130371	541	0	0	0
67739	126.668464661	199	0	0	0
67740	421.139953614	1668	0	0	0
67741	150.659942627	374	0	0	0
67743	152.377639771	163	0	0	0
67744	152.097808838	105	0	0	0
67745	243.982421875	402	0	0	0
67747	139.843582153	135	0	0	0
67748	418.345489502	2425	0	0	0
67749	447.206085205	2114	0	0	0
67751	85.731269836	231	0	0	0
67752	248.243728638	1490	0	0	0
67753	258.54763794	467	0	0	0
67756	626.21069336	1841	0	0	0
67757	199.708007813	371	0	0	0
67758	449.127838135	1255	0	0	0
67761	416.960235596	233	0	0	0
67762	230.401596069	167	0	0	0
67764	560.022521973	427	0	0	0
67801	367.917297364	30562	0	0	0
67831	441.502532959	1004	0	0	0
67834	199.110839844	855	0	0	0
67835	483.647796631	2929	0	0	0
67836	103.142677307	127	0	0	0
67837	217.968063355	1029	0	0	0
67838	79.056007385	1246	0	0	0
67839	597.592346192	1162	0	0	0
67840	32.082485199	92	0	0	0
67841	111.112007141	313	0	0	0
67842	166.595855713	362	0	0	0
67843	.164414659	179	0	0	0
67844	235.856567383	744	0	0	0
67846	782.294189454	33098	0	0	0
67849	143.646881104	395	0	0	0
67850	197.384963989	385	0	0	0
67851	204.84236145	2983	0	0	0
67853	311.642425537	741	0	0	0
67854	506.369476319	1177	0	0	0
67855	492.645355225	1677	0	0	0
67857	269.497619629	217	0	0	0
67859	187.244842529	591	0	0	0
67860	555.434814454	2378	0	0	0
67861	576.560852051	1942	0	0	0
67862	280.875793457	369	0	0	0
67863	187.201965332	239	0	0	0
67864	469.257446289	1702	0	0	0
67865	278.755096436	980	0	0	0
67867	227.917388916	1752	0	0	0
67868	60.226013184	185	0	0	0
67869	312.162017823	1589	0	0	0
67870	265.581695557	1377	0	0	0
67871	749.295410157	4939	0	0	0
67876	227.322540283	1533	0	0	0
67877	268.682006836	2249	0	0	0
67878	773.651794434	2382	0	0	0
67879	734.420959473	1156	0	0	0
67880	670.824035645	7444	0	0	0
67882	107.729728699	222	0	0	0
67901	310.529174805	21282	0	0	0
67950	181.097763062	1844	0	0	0
67951	503.767089844	4847	0	0	0
67952	204.252716065	556	0	0	0
67953	220.836502075	82	0	0	0
67954	261.55267334	817	0	0	0
68001	1.528722882	44	0	0	0
68002	73.5287323	2475	0	0	0
68003	108.735298157	4691	0	0	0
68004	77.44115448	951	0	0	0
68005	18.651081085	23240	7	.3012048304	.3753133714
68007	37.676765442	13264	0	0	0
68008	124.040611267	12356	0	0	0
68010	1.380712509	841	0	0	0
68014	38.577537537	372	0	0	0
68015	55.114685059	1358	0	0	0
68016	4.292651176	396	0	0	0
68017	73.87323761	1804	0	0	0
68018	44.668884277	569	0	0	0
68019	78.088104248	408	0	0	0
68020	77.11895752	530	0	0	0
68022	37.962928772	27039	0	0	0
68023	40.033447266	2408	0	0	0
68025	123.974899292	30295	0	0	0
68028	63.023670197	16507	0	0	0
68029	78.754096985	905	0	0	0
68030	38.859260559	661	0	0	0
68031	117.254089356	1589	0	0	0
68033	29.448207855	322	0	0	0
68034	31.749757767	694	0	0	0
68036	64.547218323	329	0	0	0
68037	53.285064697	2822	0	0	0
68038	105.585929871	1267	0	0	0
68039	43.202033997	1307	0	0	0
68040	34.767707825	417	0	0	0
68041	44.635379791	1048	0	0	0
68042	.857786179	63	0	0	0
68044	35.878887177	648	0	0	0
68045	98.451530457	1979	0	0	0
68046	28.041305542	29091	6	.2062493563	.2139700651
68047	125.358360291	1820	0	0	0
68048	94.449645996	13034	0	0	0
68050	56.888057709	631	0	0	0
68055	47.544715881	259	0	0	0
68056	 	 	0	 	 
68057	128.351837158	1430	0	0	0
68058	.651223838	246	0	0	0
68059	47.658126831	3472	0	0	0
68061	145.651931763	2350	0	0	0
68062	39.205440521	293	0	0	0
68063	3.262869358	247	0	0	0
68064	51.012058258	3464	0	0	0
68065	87.219612122	1461	0	0	0
68066	89.796012878	5373	0	0	0
68067	60.538280487	1339	0	0	0
68068	.20475769	124	0	0	0
68069	29.81577301	2941	0	0	0
68070	66.806610107	860	0	0	0
68071	77.87387085	2139	0	0	0
68072	.14451842	46	0	0	0
68073	44.814682007	2275	0	0	0
68102	1.781068444	8727	124	14.2087774277	69.621131897
68104	6.597002506	37582	209	5.5611729622	31.681055069
68105	3.587262392	22512	104	4.6197581291	28.9914665222
68106	5.152709961	20688	82	3.963650465	15.9139556885
68107	6.58916378	29206	109	3.7321097851	16.5423107147
68108	3.282953024	14869	71	4.7750353813	21.626871109
68110	8.503863335	9990	133	13.3133134842	15.6399507523
68111	5.22800827	23371	283	12.1090240479	54.1315116883
68112	18.070339203	11604	58	4.9982762337	3.2096796036
68113	3.247568846	880	0	0	0
68114	5.786514759	17665	119	6.7364845276	20.5650558472
68116	8.500813484	32018	0	0	0
68117	4.88225317	8335	39	4.6790642738	7.9881148338
68118	3.977441072	9521	2	.2100619674	.5028358698
68122	17.564863205	11214	7	.6242197156	.3985228837
68123	24.937026978	32542	0	0	0
68124	5.623475552	15532	67	4.3136749268	11.9143400192
68127	6.380286217	21886	56	2.5587134361	8.7770357132
68128	6.695792675	19204	9	.4686523676	1.344127655
68130	7.579350948	21041	15	.7128939033	1.9790612459
68131	2.067965746	13548	131	9.6693239212	63.347278595
68132	2.571028471	15271	31	2.0299913883	12.057431221
68133	15.377020836	11500	0	0	0
68134	8.249256134	31274	247	7.8979344368	29.9420928955
68135	7.865763664	29329	0	0	0
68136	8.716012001	17735	0	0	0
68137	8.354521751	24782	53	2.1386489868	6.343870163
68138	11.110803604	11811	0	0	0
68142	20.138111115	4401	0	0	0
68144	7.330112457	24874	40	1.608104825	5.4569420815
68147	4.87784338	11433	1	.0874661058	.205008626
68152	13.420830727	6509	11	1.6899677515	.8196213841
68154	6.792462826	22658	33	1.4564392567	4.8583259583
68157	2.574512482	7108	0	0	0
68164	8.836597443	29124	46	1.5794533491	5.2056236267
68178	.215267405	1586	12	7.5662040711	55.7446212769
68182	 	 	3	 	 
68183	 	 	0	 	 
68301	107.249435425	1384	0	0	0
68303	65.42049408	323	0	0	0
68304	24.785749435	249	0	0	0
68305	144.910491943	4186	0	0	0
68307	42.055801392	508	0	0	0
68309	.222759321	113	0	0	0
68310	215.950210571	14038	0	0	0
68313	76.575111389	791	0	0	0
68314	31.693754196	329	0	0	0
68315	34.59733963	68	0	0	0
68316	49.344303131	476	0	0	0
68317	45.956249237	1841	0	0	0
68318	42.755470276	533	0	0	0
68319	69.346740723	711	0	0	0
68320	56.141654968	357	0	0	0
68321	26.374881744	324	0	0	0
68322	61.558330536	485	0	0	0
68323	105.373344421	248	0	0	0
68324	28.915718079	99	0	0	0
68325	49.222156525	150	0	0	0
68326	54.672634125	267	0	0	0
68327	48.049301147	357	0	0	0
68328	29.812282562	479	0	0	0
68329	64.651649475	525	0	0	0
68330	 	 	0	 	 
68331	48.582805634	1052	0	0	0
68332	42.16147995	101	0	0	0
68333	110.135803223	8525	0	0	0
68335	87.397644043	573	0	0	0
68336	16.715467453	853	0	0	0
68337	54.650726318	323	0	0	0
68338	39.994930267	320	0	0	0
68339	44.787212372	987	0	0	0
68340	54.529670715	905	0	0	0
68341	96.41607666	984	0	0	0
68342	74.891365051	656	0	0	0
68343	89.721939087	832	0	0	0
68344	33.376579285	457	0	0	0
68345	46.13854599	216	0	0	0
68346	55.832778931	564	0	0	0
68347	31.424985886	2629	0	0	0
68348	44.062839508	229	0	0	0
68349	48.415241241	1064	0	0	0
68350	29.995265961	250	0	0	0
68351	90.228210449	833	0	0	0
68352	271.622802735	4722	0	0	0
68354	105.226135254	990	0	0	0
68355	154.513961792	4853	0	0	0
68357	49.954299927	303	0	0	0
68358	45.3256073	1544	0	0	0
68359	119.905830383	1562	0	0	0
68360	23.295957565	478	0	0	0
68361	104.710586548	2207	0	0	0
68362	2.267038584	31	0	0	0
68364	.996848583	148	0	0	0
68365	50.447097778	270	0	0	0
68366	54.422195435	889	0	0	0
68367	61.352138519	292	0	0	0
68368	37.801094055	558	0	0	0
68370	162.720977783	1894	0	0	0
68371	78.378990173	1368	0	0	0
68372	35.966564178	3993	0	0	0
68375	29.2161026	125	0	0	0
68376	155.07131958	1493	0	0	0
68377	52.868877411	403	0	0	0
68378	54.642559052	644	0	0	0
68379	1.245940089	52	0	0	0
68380	6.981204987	47	0	0	0
68381	57.242046356	126	0	0	0
68382	.042598266	33	0	0	0
68401	39.086986542	889	0	0	0
68402	32.667118073	1021	0	0	0
68403	.740819633	189	0	0	0
68404	50.260089874	1015	0	0	0
68405	79.393798828	3333	0	0	0
68406	53.598400116	466	0	0	0
68407	45.884700775	834	0	0	0
68409	29.577789307	731	0	0	0
68410	143.257736206	8761	0	0	0
68413	55.502849579	552	0	0	0
68414	31.946292877	237	0	0	0
68415	70.656684876	630	0	0	0
68416	45.183120728	216	0	0	0
68417	22.910873413	356	0	0	0
68418	68.622131348	1130	0	0	0
68419	1.006715417	248	0	0	0
68420	129.942489624	1356	0	0	0
68421	49.58039093	1165	0	0	0
68422	51.72233963	505	0	0	0
68423	55.564037323	1048	0	0	0
68424	64.170425415	621	0	0	0
68428	57.178600311	1377	0	0	0
68429	 	 	0	 	 
68430	45.520637512	1559	0	0	0
68431	49.273143768	226	0	0	0
68433	54.270610809	225	0	0	0
68434	157.37336731	8705	0	0	0
68436	80.289772034	481	0	0	0
68437	46.239536285	257	0	0	0
68438	.100776911	73	0	0	0
68439	35.780574799	766	0	0	0
68440	22.075012207	94	0	0	0
68441	66.909889221	142	0	0	0
68442	36.089801788	224	0	0	0
68443	95.932632446	925	0	0	0
68444	24.652978897	46	0	0	0
68445	21.511789322	204	0	0	0
68446	97.31325531	2783	0	0	0
68447	54.505847931	548	0	0	0
68448	46.496566772	378	0	0	0
68450	132.434951782	3280	0	0	0
68452	15.133637428	85	0	0	0
68453	73.038612366	296	0	0	0
68454	56.861022949	774	0	0	0
68455	38.774284363	541	0	0	0
68456	52.636493683	1337	0	0	0
68457	37.584339142	435	0	0	0
68458	33.856933594	162	0	0	0
68460	108.996582031	638	0	0	0
68461	23.602228165	1456	0	0	0
68462	55.286449432	4391	0	0	0
68463	57.869281769	1347	0	0	0
68464	81.280921936	489	0	0	0
68465	102.102996826	2680	0	0	0
68466	104.572029114	1719	0	0	0
68467	173.409011841	9189	0	0	0
68502	6.672485828	27685	0	0	0
68503	2.918268919	15401	0	0	0
68504	6.994189739	16808	0	0	0
68505	4.323595047	16574	0	0	0
68506	6.993547916	28161	0	0	0
68507	11.121222496	15393	0	0	0
68508	2.96484828	17184	0	0	0
68510	4.550774574	20585	0	0	0
68512	9.11786747	13900	0	0	0
68514	6.748589516	130	0	0	0
68516	18.91667366	46626	0	0	0
68517	26.220342636	523	0	0	0
68520	11.459525108	2713	0	0	0
68521	13.174825668	36166	0	0	0
68522	10.589933395	13563	0	0	0
68523	15.739682198	1482	0	0	0
68524	28.643070221	6510	0	0	0
68526	12.133351326	6863	0	0	0
68527	29.547014236	852	0	0	0
68528	16.451768875	5716	0	0	0
68531	6.027184486	747	0	0	0
68532	11.288081169	517	0	0	0
68588	 	 	0	 	 
68601	286.709777832	28791	0	0	0
68620	279.11618042	2633	0	0	0
68621	32.063293457	413	0	0	0
68622	304.260223389	241	0	0	0
68623	65.13433075	322	0	0	0
68624	71.040481567	965	0	0	0
68626	60.45470047	598	0	0	0
68627	145.439849854	761	0	0	0
68628	107.767616272	929	0	0	0
68629	142.307662964	1173	0	0	0
68631	38.676532745	395	0	0	0
68632	154.166748047	3623	0	0	0
68633	97.708839417	1096	0	0	0
68634	6.65763998	462	0	0	0
68635	48.018722534	514	0	0	0
68636	206.076599121	1299	0	0	0
68637	161.37475586	274	0	0	0
68638	152.485443115	1955	0	0	0
68640	127.109077454	1198	0	0	0
68641	99.010108948	1118	0	0	0
68642	128.278259277	2092	0	0	0
68643	99.402297974	1054	0	0	0
68644	93.032028198	643	0	0	0
68647	62.097640991	711	0	0	0
68648	39.892288208	290	0	0	0
68649	101.216026306	2109	0	0	0
68651	121.138290405	1273	0	0	0
68652	144.253326416	647	0	0	0
68653	56.475124359	656	0	0	0
68654	56.19178772	564	0	0	0
68655	38.897232056	84	0	0	0
68658	73.108055115	798	0	0	0
68659	35.176330566	193	0	0	0
68660	132.066986084	1126	0	0	0
68661	144.965270996	7480	0	0	0
68662	92.742225647	1275	0	0	0
68663	100.097442627	830	0	0	0
68664	.485232741	386	0	0	0
68665	175.148834229	762	0	0	0
68666	85.679389954	1635	0	0	0
68667	15.658688545	64	0	0	0
68669	61.975902557	499	0	0	0
68701	188.527801514	30415	0	0	0
68710	80.801139832	760	0	0	0
68711	210.213851929	126	0	0	0
68713	592.444580079	2265	0	0	0
68714	832.80822754	1276	0	0	0
68715	51.358386993	1571	0	0	0
68716	56.608608246	952	0	0	0
68717	18.089193344	299	0	0	0
68718	220.968658447	1662	0	0	0
68719	51.299545288	197	0	0	0
68720	65.728263855	260	0	0	0
68722	97.663497925	496	0	0	0
68723	66.032279968	666	0	0	0
68724	42.243663788	196	0	0	0
68725	174.005081177	582	0	0	0
68726	130.779022217	600	0	0	0
68727	66.831733704	627	0	0	0
68728	24.259199142	262	0	0	0
68729	167.406555176	1796	0	0	0
68730	149.094802857	1937	0	0	0
68731	36.432430267	3166	0	0	0
68732	39.286670685	187	0	0	0
68733	93.216064453	1207	0	0	0
68734	55.976974487	65	0	0	0
68735	350.393768311	819	0	0	0
68736	57.746826172	775	0	0	0
68739	235.274536133	2776	0	0	0
68740	66.799057007	872	0	0	0
68741	69.10546875	699	0	0	0
68742	39.811988831	214	0	0	0
68743	52.649608612	567	0	0	0
68745	130.493637085	1582	0	0	0
68746	219.064193726	353	0	0	0
68747	26.016775131	154	0	0	0
68748	172.639770508	2731	0	0	0
68749	1.008993864	53	0	0	0
68751	.138581336	51	0	0	0
68752	134.568771362	674	0	0	0
68753	88.989486694	175	0	0	0
68755	144.840774536	326	0	0	0
68756	121.559593201	1893	0	0	0
68757	124.332054138	843	0	0	0
68758	112.619392395	1433	0	0	0
68759	301.015686035	202	0	0	0
68760	200.665298462	1335	0	0	0
68761	57.207954407	372	0	0	0
68763	545.174682617	4737	0	0	0
68764	132.230209351	944	0	0	0
68765	133.225921631	1231	0	0	0
68766	108.85723877	497	0	0	0
68767	192.42805481	3436	0	0	0
68768	73.634857178	596	0	0	0
68769	157.264938355	1728	0	0	0
68770	100.194824219	1388	0	0	0
68771	152.690979004	1502	0	0	0
68773	51.855285645	164	0	0	0
68774	39.969413757	200	0	0	0
68776	22.183912277	14579	51	3.4981822968	2.2989633083
68777	182.58543396	571	0	0	0
68778	486.149383545	608	0	0	0
68779	172.554458618	2759	0	0	0
68780	288.149169922	910	0	0	0
68781	128.407226563	1480	0	0	0
68783	215.307693482	852	0	0	0
68784	113.748886108	1738	0	0	0
68785	29.507881165	208	0	0	0
68786	124.75643158	985	0	0	0
68787	143.406478882	6464	0	0	0
68788	186.923538208	4469	0	0	0
68789	36.903331757	104	0	0	0
68790	64.221580505	1021	0	0	0
68791	138.485946655	1883	0	0	0
68792	52.961978912	398	0	0	0
68801	89.958374024	29619	0	0	0
68803	86.872779846	25163	0	0	0
68810	21.205408096	955	0	0	0
68812	122.712776184	522	0	0	0
68813	502.593170166	449	0	0	0
68814	203.391647339	912	0	0	0
68815	164.35609436	649	0	0	0
68816	33.259166718	199	0	0	0
68817	81.007492065	341	0	0	0
68818	181.843841553	5531	0	0	0
68820	40.283462524	332	0	0	0
68821	158.607711792	126	0	0	0
68822	385.739715576	4883	0	0	0
68823	929.300048829	2342	0	0	0
68824	89.850463867	1611	0	0	0
68825	299.326019287	919	0	0	0
68826	144.264160156	3878	0	0	0
68827	60.048690796	670	0	0	0
68828	80.733406067	222	0	0	0
68831	72.048606873	591	0	0	0
68832	99.914031982	2118	0	0	0
68833	409.43435669	265	0	0	0
68834	115.518806458	172	0	0	0
68835	97.406044006	548	0	0	0
68836	146.752258301	1740	0	0	0
68837	26.973960876	82	0	0	0
68838	48.515213013	232	0	0	0
68840	152.006973267	3181	0	0	0
68841	67.855049133	636	0	0	0
68842	182.934707642	642	0	0	0
68843	79.849899292	751	0	0	0
68844	47.63867569	220	0	0	0
68845	123.684402466	22340	0	0	0
68846	30.520206451	282	0	0	0
68847	109.641654968	15766	0	0	0
68849	.219863176	1187	0	0	0
68850	266.975891113	12148	0	0	0
68852	121.816711426	557	0	0	0
68853	198.013336182	1448	0	0	0
68854	68.953979492	737	0	0	0
68855	161.21144104	396	0	0	0
68856	124.09186554	698	0	0	0
68858	62.952293396	334	0	0	0
68859	99.128318787	541	0	0	0
68860	186.99156189	310	0	0	0
68861	.87872988	57	0	0	0
68862	299.773742676	2937	0	0	0
68863	113.362609863	1259	0	0	0
68864	174.949172974	1061	0	0	0
68865	60.24344635	1020	0	0	0
68866	109.948783875	1031	0	0	0
68869	211.445129395	2027	0	0	0
68870	44.27016449	545	0	0	0
68871	63.906509399	293	0	0	0
68872	62.479476929	826	0	0	0
68873	171.287826538	3642	0	0	0
68874	255.175628662	740	0	0	0
68875	130.164764404	724	0	0	0
68876	90.725334168	1793	0	0	0
68878	121.978645325	503	0	0	0
68879	182.864135742	486	0	0	0
68881	18.765722275	0	0	 	0
68882	134.411483765	433	0	0	0
68883	186.119415283	2777	0	0	0
68901	150.157363892	25998	0	0	0
68920	119.214660645	1734	0	0	0
68922	160.649551392	1373	0	0	0
68923	.236139312	90	0	0	0
68924	107.192459107	1461	0	0	0
68925	59.904281616	550	0	0	0
68926	146.855758667	527	0	0	0
68927	151.099731445	1248	0	0	0
68928	108.008110046	311	0	0	0
68929	59.577293396	193	0	0	0
68930	140.180908203	1440	0	0	0
68932	94.472236633	432	0	0	0
68933	67.25819397	1025	0	0	0
68934	35.916969299	132	0	0	0
68935	121.256919861	650	0	0	0
